valid_time,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp
01-01-22,18.8,72.8,300.71133,298.56198,0,0,101597.26
01-01-22,19.05,72.8,301.39688,298.33347,0,0,101607.69
02-01-22,18.8,72.8,300.8448,298.62933,1.91E-07,1.59E-08,101467.84
02-01-22,19.05,72.8,301.44702,298.47852,0,0,101474.82
03-01-22,18.8,72.8,300.86963,298.79434,0,0,101401.26
03-01-22,19.05,72.8,301.27325,298.68832,0,0,101405.84
04-01-22,18.8,72.8,300.90237,298.67316,0,0,101402.53
04-01-22,19.05,72.8,301.4541,298.64935,0,0,101406.01
05-01-22,18.8,72.8,299.29068,298.1831,0,0,101380.85
05-01-22,19.05,72.8,299.7732,298.20996,0,0,101379.52
06-01-22,18.8,72.8,298.52753,297.31033,4.47E-05,4.67E-06,101336.62
06-01-22,19.05,72.8,298.85828,297.2951,3.05E-06,3.65E-07,101338.1
07-01-22,18.8,72.8,298.61963,297.2963,8.87E-06,6.28E-07,101263.24
07-01-22,19.05,72.8,298.98343,297.28226,1.75E-05,1.18E-06,101258.625
08-01-22,18.8,72.8,297.41803,295.9336,0.001178611,0.000350325,101379.945
08-01-22,19.05,72.8,297.23102,296.00455,0.001249987,0.000312413,101379.72
09-01-22,18.8,72.8,297.0676,295.759,0.000456095,5.31E-05,101391.41
09-01-22,19.05,72.8,297.43234,295.62106,0.000239291,1.87E-05,101400.25
10-01-22,18.8,72.8,295.8793,294.3735,0,0,101417.9
10-01-22,19.05,72.8,296.3154,294.15973,0,0,101422.41
11-01-22,18.8,72.8,296.13147,294.8732,4.77E-07,3.58E-08,101393.695
11-01-22,19.05,72.8,296.55154,294.71158,3.82E-07,3.18E-08,101392.19
12-01-22,18.8,72.8,296.73334,294.9714,0,0,101339.04
12-01-22,19.05,72.8,297.02386,294.79123,0,0,101343.69
13-01-22,18.8,72.8,296.82892,295.19144,6.68E-07,7.15E-08,101249.34
13-01-22,19.05,72.8,297.17722,295.05807,0,0,101249.73
