valid_time,latitude,longitude,tp,number
2014-01-01,19.05,72.8,0.0,0
2014-01-01,18.8,72.8,0.0,0
2014-01-02,19.05,72.8,0.0,0
2014-01-02,18.8,72.8,0.0,0
2014-01-03,19.05,72.8,0.0,0
2014-01-03,18.8,72.8,0.0,0
2014-01-04,19.05,72.8,0.0,0
2014-01-04,18.8,72.8,0.0,0
2014-01-05,19.05,72.8,0.0,0
2014-01-05,18.8,72.8,0.0,0
2014-01-06,19.05,72.8,0.0,0
2014-01-06,18.8,72.8,0.0,0
2014-01-07,19.05,72.8,0.0,0
2014-01-07,18.8,72.8,0.0,0
2014-01-08,19.05,72.8,0.0,0
2014-01-08,18.8,72.8,0.0,0
2014-01-09,19.05,72.8,5.164799e-08,0
2014-01-09,18.8,72.8,1.1914594e-08,0
2014-01-10,19.05,72.8,0.0,0
2014-01-10,18.8,72.8,0.0,0
2014-01-11,19.05,72.8,0.0,0
2014-01-11,18.8,72.8,0.0,0
2014-01-12,19.05,72.8,0.0,0
2014-01-12,18.8,72.8,0.0,0
2014-01-13,19.05,72.8,0.0,0
2014-01-13,18.8,72.8,0.0,0
2014-01-14,19.05,72.8,0.0,0
2014-01-14,18.8,72.8,0.0,0
2014-01-15,19.05,72.8,0.0,0
2014-01-15,18.8,72.8,0.0,0
2014-01-16,19.05,72.8,0.0,0
2014-01-16,18.8,72.8,0.0,0
2014-01-17,19.05,72.8,0.0,0
2014-01-17,18.8,72.8,0.0,0
2014-01-18,19.05,72.8,0.0,0
2014-01-18,18.8,72.8,0.0,0
2014-01-19,19.05,72.8,0.0,0
2014-01-19,18.8,72.8,0.0,0
2014-01-20,19.05,72.8,0.0,0
2014-01-20,18.8,72.8,0.0,0
2014-01-21,19.05,72.8,1.4502258e-05,0
2014-01-21,18.8,72.8,1.1280343e-05,0
2014-01-22,19.05,72.8,1.5889854e-07,0
2014-01-22,18.8,72.8,3.9715328e-08,0
2014-01-23,19.05,72.8,3.971536e-09,0
2014-01-23,18.8,72.8,0.0,0
2014-01-24,19.05,72.8,4.3725123e-08,0
2014-01-24,18.8,72.8,2.5823147e-07,0
2014-01-25,19.05,72.8,0.0,0
2014-01-25,18.8,72.8,0.0,0
2014-01-26,19.05,72.8,0.0,0
2014-01-26,18.8,72.8,0.0,0
2014-01-27,19.05,72.8,0.0,0
2014-01-27,18.8,72.8,0.0,0
2014-01-28,19.05,72.8,0.0,0
2014-01-28,18.8,72.8,0.0,0
2014-01-29,19.05,72.8,0.0,0
2014-01-29,18.8,72.8,0.0,0
2014-01-30,19.05,72.8,0.0,0
2014-01-30,18.8,72.8,0.0,0
2014-01-31,19.05,72.8,0.0,0
2014-01-31,18.8,72.8,0.0,0
2014-02-01,19.05,72.8,0.0,0
2014-02-01,18.8,72.8,0.0,0
2014-02-02,19.05,72.8,0.0,0
2014-02-02,18.8,72.8,0.0,0
2014-02-03,19.05,72.8,0.0,0
2014-02-03,18.8,72.8,0.0,0
2014-02-04,19.05,72.8,0.0,0
2014-02-04,18.8,72.8,0.0,0
2014-02-05,19.05,72.8,0.0,0
2014-02-05,18.8,72.8,0.0,0
2014-02-06,19.05,72.8,0.0,0
2014-02-06,18.8,72.8,0.0,0
2014-02-07,19.05,72.8,0.0,0
2014-02-07,18.8,72.8,0.0,0
2014-02-08,19.05,72.8,0.0,0
2014-02-08,18.8,72.8,0.0,0
2014-02-09,19.05,72.8,0.0,0
2014-02-09,18.8,72.8,0.0,0
2014-02-10,19.05,72.8,0.0,0
2014-02-10,18.8,72.8,0.0,0
2014-02-11,19.05,72.8,0.0,0
2014-02-11,18.8,72.8,0.0,0
2014-02-12,19.05,72.8,0.0,0
2014-02-12,18.8,72.8,0.0,0
2014-02-13,19.05,72.8,6.5655236e-06,0
2014-02-13,18.8,72.8,6.7429173e-06,0
2014-02-14,19.05,72.8,3.334203e-05,0
2014-02-14,18.8,72.8,2.0661035e-05,0
2014-02-15,19.05,72.8,2.2843851e-05,0
2014-02-15,18.8,72.8,2.5917854e-05,0
2014-02-16,19.05,72.8,1.1927942e-05,0
2014-02-16,18.8,72.8,1.4643828e-05,0
2014-02-17,19.05,72.8,0.0,0
2014-02-17,18.8,72.8,0.0,0
2014-02-18,19.05,72.8,0.0,0
2014-02-18,18.8,72.8,0.0,0
2014-02-19,19.05,72.8,0.0,0
2014-02-19,18.8,72.8,0.0,0
2014-02-20,19.05,72.8,0.0,0
2014-02-20,18.8,72.8,0.0,0
2014-02-21,19.05,72.8,0.0,0
2014-02-21,18.8,72.8,3.535513e-07,0
2014-02-22,19.05,72.8,6.969552e-06,0
2014-02-22,18.8,72.8,4.8276893e-06,0
2014-02-23,19.05,72.8,0.0,0
2014-02-23,18.8,72.8,0.0,0
2014-02-24,19.05,72.8,0.0,0
2014-02-24,18.8,72.8,0.0,0
2014-02-25,19.05,72.8,4.3700613e-08,0
2014-02-25,18.8,72.8,0.0,0
2014-02-26,19.05,72.8,5.5622323e-08,0
2014-02-26,18.8,72.8,1.9867281e-08,0
2014-02-27,19.05,72.8,2.0272243e-07,0
2014-02-27,18.8,72.8,2.741881e-07,0
2014-02-28,19.05,72.8,0.0,0
2014-02-28,18.8,72.8,7.944891e-09,0
2014-03-01,19.05,72.8,0.0,0
2014-03-01,18.8,72.8,0.0,0
2014-03-02,19.05,72.8,0.0,0
2014-03-02,18.8,72.8,0.0,0
2014-03-03,19.05,72.8,0.0,0
2014-03-03,18.8,72.8,0.0,0
2014-03-04,19.05,72.8,0.0,0
2014-03-04,18.8,72.8,0.0,0
2014-03-05,19.05,72.8,1.1921354e-08,0
2014-03-05,18.8,72.8,0.0,0
2014-03-06,19.05,72.8,5.4028845e-07,0
2014-03-06,18.8,72.8,5.164525e-07,0
2014-03-07,19.05,72.8,6.8436697e-07,0
2014-03-07,18.8,72.8,2.033932e-06,0
2014-03-08,19.05,72.8,0.0,0
2014-03-08,18.8,72.8,0.0,0
2014-03-09,19.05,72.8,0.0,0
2014-03-09,18.8,72.8,1.0726641e-06,0
2014-03-10,19.05,72.8,0.0,0
2014-03-10,18.8,72.8,0.0,0
2014-03-11,19.05,72.8,3.1779706e-08,0
2014-03-11,18.8,72.8,7.943062e-09,0
2014-03-12,19.05,72.8,8.062983e-06,0
2014-03-12,18.8,72.8,0.0,0
2014-03-13,19.05,72.8,0.0,0
2014-03-13,18.8,72.8,0.0,0
2014-03-14,19.05,72.8,0.0,0
2014-03-14,18.8,72.8,0.0,0
2014-03-15,19.05,72.8,0.0,0
2014-03-15,18.8,72.8,0.0,0
2014-03-16,19.05,72.8,0.0,0
2014-03-16,18.8,72.8,0.0,0
2014-03-17,19.05,72.8,0.0,0
2014-03-17,18.8,72.8,0.0,0
2014-03-18,19.05,72.8,0.0,0
2014-03-18,18.8,72.8,0.0,0
2014-03-19,19.05,72.8,5.624088e-10,0
2014-03-19,18.8,72.8,0.0,0
2014-03-20,19.05,72.8,0.0,0
2014-03-20,18.8,72.8,0.0,0
2014-03-21,19.05,72.8,0.0,0
2014-03-21,18.8,72.8,0.0,0
2014-03-22,19.05,72.8,5.165497e-08,0
2014-03-22,18.8,72.8,1.1914596e-08,0
2014-03-23,19.05,72.8,3.1779706e-08,0
2014-03-23,18.8,72.8,7.943062e-09,0
2014-03-24,19.05,72.8,0.0,0
2014-03-24,18.8,72.8,0.0,0
2014-03-25,19.05,72.8,0.0,0
2014-03-25,18.8,72.8,0.0,0
2014-03-26,19.05,72.8,0.0,0
2014-03-26,18.8,72.8,0.0,0
2014-03-27,19.05,72.8,0.0,0
2014-03-27,18.8,72.8,0.0,0
2014-03-28,19.05,72.8,0.0,0
2014-03-28,18.8,72.8,0.0,0
2014-03-29,19.05,72.8,0.0,0
2014-03-29,18.8,72.8,0.0,0
2014-03-30,19.05,72.8,0.0,0
2014-03-30,18.8,72.8,0.0,0
2014-03-31,19.05,72.8,0.0,0
2014-03-31,18.8,72.8,0.0,0
2014-04-01,19.05,72.8,0.0,0
2014-04-01,18.8,72.8,0.0,0
2014-04-02,19.05,72.8,3.1793654e-08,0
2014-04-02,18.8,72.8,7.943065e-09,0
2014-04-03,19.05,72.8,0.0,0
2014-04-03,18.8,72.8,0.0,0
2014-04-04,19.05,72.8,0.0,0
2014-04-04,18.8,72.8,0.0,0
2014-04-05,19.05,72.8,0.0,0
2014-04-05,18.8,72.8,0.0,0
2014-04-06,19.05,72.8,0.0,0
2014-04-06,18.8,72.8,0.0,0
2014-04-07,19.05,72.8,0.0,0
2014-04-07,18.8,72.8,0.0,0
2014-04-08,19.05,72.8,0.0,0
2014-04-08,18.8,72.8,0.0,0
2014-04-09,19.05,72.8,0.0,0
2014-04-09,18.8,72.8,0.0,0
2014-04-10,19.05,72.8,0.0,0
2014-04-10,18.8,72.8,0.0,0
2014-04-11,19.05,72.8,0.0,0
2014-04-11,18.8,72.8,0.0,0
2014-04-12,19.05,72.8,1.5889853e-08,0
2014-04-12,18.8,72.8,3.971531e-09,0
2014-04-13,19.05,72.8,3.971536e-09,0
2014-04-13,18.8,72.8,0.0,0
2014-04-14,19.05,72.8,0.0,0
2014-04-14,18.8,72.8,0.0,0
2014-04-15,19.05,72.8,0.0,0
2014-04-15,18.8,72.8,0.0,0
2014-04-16,19.05,72.8,0.0,0
2014-04-16,18.8,72.8,0.0,0
2014-04-17,19.05,72.8,2.0657404e-07,0
2014-04-17,18.8,72.8,2.1856842e-07,0
2014-04-18,19.05,72.8,3.2973205e-07,0
2014-04-18,18.8,72.8,1.5893256e-07,0
2014-04-19,19.05,72.8,8.7431516e-07,0
2014-04-19,18.8,72.8,9.099785e-07,0
2014-04-20,19.05,72.8,0.0,0
2014-04-20,18.8,72.8,0.0,0
2014-04-21,19.05,72.8,2.3360287e-06,0
2014-04-21,18.8,72.8,5.720385e-07,0
2014-04-22,19.05,72.8,5.2468005e-07,0
2014-04-22,18.8,72.8,5.5614578e-08,0
2014-04-23,19.05,72.8,0.0,0
2014-04-23,18.8,72.8,0.0,0
2014-04-24,19.05,72.8,0.0,0
2014-04-24,18.8,72.8,0.0,0
2014-04-25,19.05,72.8,0.0,0
2014-04-25,18.8,72.8,0.0,0
2014-04-26,19.05,72.8,0.0,0
2014-04-26,18.8,72.8,0.0,0
2014-04-27,19.05,72.8,1.4301496e-07,0
2014-04-27,18.8,72.8,2.2652402e-07,0
2014-04-28,19.05,72.8,3.971536e-09,0
2014-04-28,18.8,72.8,0.0,0
2014-04-29,19.05,72.8,7.150903e-08,0
2014-04-29,18.8,72.8,1.5499047e-07,0
2014-04-30,19.05,72.8,2.0658801e-07,0
2014-04-30,18.8,72.8,1.07271696e-07,0
2014-05-01,19.05,72.8,0.0,0
2014-05-01,18.8,72.8,0.0,0
2014-05-02,19.05,72.8,1.4303555e-07,0
2014-05-02,18.8,72.8,1.7882068e-07,0
2014-05-03,19.05,72.8,6.355942e-08,0
2014-05-03,18.8,72.8,1.588613e-08,0
2014-05-04,19.05,72.8,4.1313479e-07,0
2014-05-04,18.8,72.8,1.986536e-07,0
2014-05-05,19.05,72.8,7.58879e-07,0
2014-05-05,18.8,72.8,7.867972e-07,0
2014-05-06,19.05,72.8,1.1122845e-07,0
2014-05-06,18.8,72.8,7.5497596e-08,0
2014-05-07,19.05,72.8,4.7672074e-08,0
2014-05-07,18.8,72.8,0.0,0
2014-05-08,19.05,72.8,1.2358847e-06,0
2014-05-08,18.8,72.8,3.0634476e-06,0
2014-05-09,19.05,72.8,2.9399707e-06,0
2014-05-09,18.8,72.8,9.378584e-07,0
2014-05-10,19.05,72.8,1.1442345e-06,0
2014-05-10,18.8,72.8,1.0608957e-06,0
2014-05-11,19.05,72.8,1.6305528e-07,0
2014-05-11,18.8,72.8,2.3839748e-08,0
2014-05-12,19.05,72.8,1.728503e-06,0
2014-05-12,18.8,72.8,8.105097e-07,0
2014-05-13,19.05,72.8,8.360027e-06,0
2014-05-13,18.8,72.8,5.709968e-06,0
2014-05-14,19.05,72.8,8.730973e-06,0
2014-05-14,18.8,72.8,4.1799967e-06,0
2014-05-15,19.05,72.8,7.4141913e-06,0
2014-05-15,18.8,72.8,5.5269797e-06,0
2014-05-16,19.05,72.8,1.8196532e-05,0
2014-05-16,18.8,72.8,1.7165667e-05,0
2014-05-17,19.05,72.8,7.5482076e-06,0
2014-05-17,18.8,72.8,1.2277824e-06,0
2014-05-18,19.05,72.8,7.670994e-07,0
2014-05-18,18.8,72.8,3.1390897e-07,0
2014-05-19,19.05,72.8,3.977455e-06,0
2014-05-19,18.8,72.8,4.369709e-08,0
2014-05-20,19.05,72.8,3.297464e-07,0
2014-05-20,18.8,72.8,0.0,0
2014-05-21,19.05,72.8,7.786851e-07,0
2014-05-21,18.8,72.8,0.0,0
2014-05-22,19.05,72.8,1.0253281e-06,0
2014-05-22,18.8,72.8,1.045123e-06,0
2014-05-23,19.05,72.8,3.258791e-07,0
2014-05-23,18.8,72.8,1.1124416e-07,0
2014-05-24,19.05,72.8,4.6092816e-07,0
2014-05-24,18.8,72.8,3.377346e-07,0
