valid_time,latitude,longitude,t2m,number
2020-01-01,19.05,72.8,295.97708,0
2020-01-01,18.8,72.8,296.2935,0
2020-01-02,19.05,72.8,296.4684,0
2020-01-02,18.8,72.8,296.7277,0
2020-01-03,19.05,72.8,296.25482,0
2020-01-03,18.8,72.8,296.30576,0
2020-01-04,19.05,72.8,296.0474,0
2020-01-04,18.8,72.8,296.1717,0
2020-01-05,19.05,72.8,297.162,0
2020-01-05,18.8,72.8,297.3109,0
2020-01-06,19.05,72.8,298.17838,0
2020-01-06,18.8,72.8,298.3906,0
2020-01-07,19.05,72.8,298.1397,0
2020-01-07,18.8,72.8,298.29022,0
2020-01-08,19.05,72.8,297.4734,0
2020-01-08,18.8,72.8,297.56412,0
2020-01-09,19.05,72.8,296.5358,0
2020-01-09,18.8,72.8,296.59152,0
2020-01-10,19.05,72.8,297.44223,0
2020-01-10,18.8,72.8,297.60562,0
2020-01-11,19.05,72.8,298.42422,0
2020-01-11,18.8,72.8,298.57452,0
2020-01-12,19.05,72.8,298.3857,0
2020-01-12,18.8,72.8,298.41464,0
2020-01-13,19.05,72.8,297.49783,0
2020-01-13,18.8,72.8,297.6107,0
2020-01-14,19.05,72.8,296.7197,0
2020-01-14,18.8,72.8,296.77512,0
2020-01-15,19.05,72.8,295.6954,0
2020-01-15,18.8,72.8,295.84735,0
2020-01-16,19.05,72.8,294.66626,0
2020-01-16,18.8,72.8,294.86563,0
2020-01-17,19.05,72.8,293.90506,0
2020-01-17,18.8,72.8,294.12912,0
2020-01-18,19.05,72.8,295.29733,0
2020-01-18,18.8,72.8,295.45007,0
2020-01-19,19.05,72.8,296.6623,0
2020-01-19,18.8,72.8,296.79944,0
2020-01-20,19.05,72.8,297.5325,0
2020-01-20,18.8,72.8,297.6113,0
2020-01-21,19.05,72.8,297.23593,0
2020-01-21,18.8,72.8,297.4284,0
2020-01-22,19.05,72.8,297.7371,0
2020-01-22,18.8,72.8,297.8062,0
2020-01-23,19.05,72.8,298.44797,0
2020-01-23,18.8,72.8,298.40186,0
2020-01-24,19.05,72.8,298.50333,0
2020-01-24,18.8,72.8,298.4845,0
2020-01-25,19.05,72.8,298.2739,0
2020-01-25,18.8,72.8,298.31876,0
2020-01-26,19.05,72.8,297.9112,0
2020-01-26,18.8,72.8,297.9387,0
2020-01-27,19.05,72.8,297.43655,0
2020-01-27,18.8,72.8,297.55142,0
2020-01-28,19.05,72.8,296.62448,0
2020-01-28,18.8,72.8,296.68152,0
2020-01-29,19.05,72.8,295.81522,0
2020-01-29,18.8,72.8,295.8783,0
2020-01-30,19.05,72.8,295.4379,0
2020-01-30,18.8,72.8,295.40692,0
2020-01-31,19.05,72.8,295.77792,0
2020-01-31,18.8,72.8,295.82574,0
2020-02-01,19.05,72.8,296.40494,0
2020-02-01,18.8,72.8,296.35208,0
2020-02-02,19.05,72.8,296.81082,0
2020-02-02,18.8,72.8,296.7654,0
2020-02-03,19.05,72.8,296.3962,0
2020-02-03,18.8,72.8,296.374,0
2020-02-04,19.05,72.8,296.77048,0
2020-02-04,18.8,72.8,296.749,0
2020-02-05,19.05,72.8,296.96396,0
2020-02-05,18.8,72.8,297.03903,0
2020-02-06,19.05,72.8,296.66263,0
2020-02-06,18.8,72.8,296.71558,0
2020-02-07,19.05,72.8,296.04892,0
2020-02-07,18.8,72.8,296.1423,0
2020-02-08,19.05,72.8,296.58664,0
2020-02-08,18.8,72.8,296.47916,0
2020-02-09,19.05,72.8,297.60312,0
2020-02-09,18.8,72.8,297.57132,0
2020-02-10,19.05,72.8,298.20212,0
2020-02-10,18.8,72.8,298.32632,0
2020-02-11,19.05,72.8,299.26788,0
2020-02-11,18.8,72.8,299.20285,0
2020-02-12,19.05,72.8,299.74295,0
2020-02-12,18.8,72.8,299.5881,0
2020-02-13,19.05,72.8,299.8741,0
2020-02-13,18.8,72.8,299.5729,0
2020-02-14,19.05,72.8,299.7989,0
2020-02-14,18.8,72.8,299.62302,0
2020-02-15,19.05,72.8,298.65012,0
2020-02-15,18.8,72.8,298.60373,0
2020-02-16,19.05,72.8,298.33472,0
2020-02-16,18.8,72.8,298.2091,0
2020-02-17,19.05,72.8,298.86197,0
2020-02-17,18.8,72.8,298.67227,0
2020-02-18,19.05,72.8,299.85422,0
2020-02-18,18.8,72.8,299.71945,0
2020-02-19,19.05,72.8,299.48312,0
2020-02-19,18.8,72.8,299.34424,0
2020-02-20,19.05,72.8,298.90637,0
2020-02-20,18.8,72.8,298.83673,0
2020-02-21,19.05,72.8,298.6235,0
2020-02-21,18.8,72.8,298.59818,0
2020-02-22,19.05,72.8,298.94296,0
2020-02-22,18.8,72.8,298.8734,0
2020-02-23,19.05,72.8,299.32944,0
2020-02-23,18.8,72.8,299.24326,0
2020-02-24,19.05,72.8,299.0184,0
2020-02-24,18.8,72.8,298.9591,0
2020-02-25,19.05,72.8,299.77914,0
2020-02-25,18.8,72.8,299.58405,0
2020-02-26,19.05,72.8,299.5024,0
2020-02-26,18.8,72.8,299.497,0
2020-02-27,19.05,72.8,299.82443,0
2020-02-27,18.8,72.8,299.84686,0
2020-02-28,19.05,72.8,299.46576,0
2020-02-28,18.8,72.8,299.34497,0
2020-02-29,19.05,72.8,299.26654,0
2020-02-29,18.8,72.8,299.16623,0
2020-03-01,19.05,72.8,298.69998,0
2020-03-01,18.8,72.8,298.66183,0
2020-03-02,19.05,72.8,298.08102,0
2020-03-02,18.8,72.8,298.1598,0
2020-03-03,19.05,72.8,297.91043,0
2020-03-03,18.8,72.8,297.9001,0
2020-03-04,19.05,72.8,297.88144,0
2020-03-04,18.8,72.8,297.82028,0
2020-03-05,19.05,72.8,297.74557,0
2020-03-05,18.8,72.8,297.71533,0
2020-03-06,19.05,72.8,298.4283,0
2020-03-06,18.8,72.8,298.32516,0
2020-03-07,19.05,72.8,297.54935,0
2020-03-07,18.8,72.8,297.53952,0
2020-03-08,19.05,72.8,297.368,0
2020-03-08,18.8,72.8,297.19553,0
2020-03-09,19.05,72.8,297.88046,0
2020-03-09,18.8,72.8,297.8097,0
2020-03-10,19.05,72.8,298.1389,0
2020-03-10,18.8,72.8,298.083,0
2020-03-11,19.05,72.8,297.99692,0
2020-03-11,18.8,72.8,297.9059,0
2020-03-12,19.05,72.8,297.458,0
2020-03-12,18.8,72.8,297.45813,0
2020-03-13,19.05,72.8,297.14673,0
2020-03-13,18.8,72.8,297.05228,0
2020-03-14,19.05,72.8,298.36295,0
2020-03-14,18.8,72.8,298.31235,0
2020-03-15,19.05,72.8,299.4576,0
2020-03-15,18.8,72.8,299.3522,0
2020-03-16,19.05,72.8,299.99197,0
2020-03-16,18.8,72.8,299.80698,0
2020-03-17,19.05,72.8,300.32687,0
2020-03-17,18.8,72.8,300.11447,0
2020-03-18,19.05,72.8,300.49948,0
2020-03-18,18.8,72.8,300.37204,0
2020-03-19,19.05,72.8,299.6409,0
2020-03-19,18.8,72.8,299.622,0
2020-03-20,19.05,72.8,298.8322,0
2020-03-20,18.8,72.8,298.80148,0
2020-03-21,19.05,72.8,298.56918,0
2020-03-21,18.8,72.8,298.43082,0
2020-03-22,19.05,72.8,299.34702,0
2020-03-22,18.8,72.8,299.05273,0
2020-03-23,19.05,72.8,300.39212,0
2020-03-23,18.8,72.8,300.07486,0
2020-03-24,19.05,72.8,300.8468,0
2020-03-24,18.8,72.8,300.3885,0
2020-03-25,19.05,72.8,300.51016,0
2020-03-25,18.8,72.8,300.3575,0
2020-03-26,19.05,72.8,300.47437,0
2020-03-26,18.8,72.8,300.3524,0
2020-03-27,19.05,72.8,300.99954,0
2020-03-27,18.8,72.8,300.64645,0
2020-03-28,19.05,72.8,301.5227,0
2020-03-28,18.8,72.8,301.19757,0
2020-03-29,19.05,72.8,301.38705,0
2020-03-29,18.8,72.8,301.0352,0
2020-03-30,19.05,72.8,301.19077,0
2020-03-30,18.8,72.8,300.8599,0
2020-03-31,19.05,72.8,300.6429,0
2020-03-31,18.8,72.8,300.39612,0
2020-04-01,19.05,72.8,300.58844,0
2020-04-01,18.8,72.8,300.28842,0
2020-04-02,19.05,72.8,301.37802,0
2020-04-02,18.8,72.8,300.97507,0
2020-04-03,19.05,72.8,301.21542,0
2020-04-03,18.8,72.8,300.82016,0
2020-04-04,19.05,72.8,301.00906,0
2020-04-04,18.8,72.8,300.6835,0
2020-04-05,19.05,72.8,300.70828,0
2020-04-05,18.8,72.8,300.406,0
2020-04-06,19.05,72.8,300.39313,0
2020-04-06,18.8,72.8,300.18036,0
2020-04-07,19.05,72.8,300.2452,0
2020-04-07,18.8,72.8,300.05527,0
2020-04-08,19.05,72.8,300.18146,0
2020-04-08,18.8,72.8,299.92105,0
2020-04-09,19.05,72.8,300.26587,0
2020-04-09,18.8,72.8,299.9376,0
2020-04-10,19.05,72.8,300.86673,0
2020-04-10,18.8,72.8,300.42172,0
2020-04-11,19.05,72.8,301.37613,0
2020-04-11,18.8,72.8,300.90207,0
2020-04-12,19.05,72.8,301.416,0
2020-04-12,18.8,72.8,301.1542,0
2020-04-13,19.05,72.8,301.4959,0
2020-04-13,18.8,72.8,301.14307,0
2020-04-14,19.05,72.8,301.80005,0
2020-04-14,18.8,72.8,301.36926,0
2020-04-15,19.05,72.8,302.0294,0
2020-04-15,18.8,72.8,301.68546,0
2020-04-16,19.05,72.8,301.7822,0
2020-04-16,18.8,72.8,301.55548,0
2020-04-17,19.05,72.8,301.73853,0
2020-04-17,18.8,72.8,301.4106,0
2020-04-18,19.05,72.8,302.1174,0
2020-04-18,18.8,72.8,301.7247,0
2020-04-19,19.05,72.8,302.8063,0
2020-04-19,18.8,72.8,302.3192,0
2020-04-20,19.05,72.8,303.81656,0
2020-04-20,18.8,72.8,303.48636,0
2020-04-21,19.05,72.8,302.46484,0
2020-04-21,18.8,72.8,302.28174,0
2020-04-22,19.05,72.8,302.06277,0
2020-04-22,18.8,72.8,301.75812,0
2020-04-23,19.05,72.8,302.32465,0
2020-04-23,18.8,72.8,301.99808,0
2020-04-24,19.05,72.8,302.36993,0
2020-04-24,18.8,72.8,302.07904,0
2020-04-25,19.05,72.8,302.196,0
2020-04-25,18.8,72.8,301.91913,0
2020-04-26,19.05,72.8,301.5991,0
2020-04-26,18.8,72.8,301.35458,0
2020-04-27,19.05,72.8,301.91147,0
2020-04-27,18.8,72.8,301.61035,0
2020-04-28,19.05,72.8,302.29803,0
2020-04-28,18.8,72.8,301.91162,0
2020-04-29,19.05,72.8,302.62704,0
2020-04-29,18.8,72.8,302.368,0
2020-04-30,19.05,72.8,302.2085,0
2020-04-30,18.8,72.8,301.99966,0
2020-05-01,19.05,72.8,302.114,0
2020-05-01,18.8,72.8,301.86636,0
2020-05-02,19.05,72.8,302.15286,0
2020-05-02,18.8,72.8,301.8987,0
