valid_time,latitude,longitude,msl,number
2020-01-01,19.05,72.8,101398.53,0
2020-01-01,18.8,72.8,101397.63,0
2020-01-02,19.05,72.8,101587.625,0
2020-01-02,18.8,72.8,101585.71,0
2020-01-03,19.05,72.8,101549.82,0
2020-01-03,18.8,72.8,101547.22,0
2020-01-04,19.05,72.8,101371.31,0
2020-01-04,18.8,72.8,101365.51,0
2020-01-05,19.05,72.8,101280.57,0
2020-01-05,18.8,72.8,101268.79,0
2020-01-06,19.05,72.8,101342.875,0
2020-01-06,18.8,72.8,101332.94,0
2020-01-07,19.05,72.8,101312.88,0
2020-01-07,18.8,72.8,101316.19,0
2020-01-08,19.05,72.8,101324.34,0
2020-01-08,18.8,72.8,101326.43,0
2020-01-09,19.05,72.8,101379.76,0
2020-01-09,18.8,72.8,101372.28,0
2020-01-10,19.05,72.8,101278.79,0
2020-01-10,18.8,72.8,101270.31,0
2020-01-11,19.05,72.8,101338.48,0
2020-01-11,18.8,72.8,101334.81,0
2020-01-12,19.05,72.8,101341.88,0
2020-01-12,18.8,72.8,101342.0,0
2020-01-13,19.05,72.8,101247.48,0
2020-01-13,18.8,72.8,101248.41,0
2020-01-14,19.05,72.8,101251.75,0
2020-01-14,18.8,72.8,101247.695,0
2020-01-15,19.05,72.8,101322.57,0
2020-01-15,18.8,72.8,101320.125,0
2020-01-16,19.05,72.8,101461.1,0
2020-01-16,18.8,72.8,101456.32,0
2020-01-17,19.05,72.8,101497.43,0
2020-01-17,18.8,72.8,101488.98,0
2020-01-18,19.05,72.8,101341.99,0
2020-01-18,18.8,72.8,101333.836,0
2020-01-19,19.05,72.8,101329.59,0
2020-01-19,18.8,72.8,101322.74,0
2020-01-20,19.05,72.8,101324.6,0
2020-01-20,18.8,72.8,101322.09,0
2020-01-21,19.05,72.8,101421.1,0
2020-01-21,18.8,72.8,101421.52,0
2020-01-22,19.05,72.8,101500.84,0
2020-01-22,18.8,72.8,101495.43,0
2020-01-23,19.05,72.8,101409.68,0
2020-01-23,18.8,72.8,101400.15,0
2020-01-24,19.05,72.8,101355.24,0
2020-01-24,18.8,72.8,101348.53,0
2020-01-25,19.05,72.8,101357.85,0
2020-01-25,18.8,72.8,101350.97,0
2020-01-26,19.05,72.8,101213.43,0
2020-01-26,18.8,72.8,101214.53,0
2020-01-27,19.05,72.8,101192.01,0
2020-01-27,18.8,72.8,101199.1,0
2020-01-28,19.05,72.8,101303.73,0
2020-01-28,18.8,72.8,101308.13,0
2020-01-29,19.05,72.8,101581.44,0
2020-01-29,18.8,72.8,101575.93,0
2020-01-30,19.05,72.8,101507.04,0
2020-01-30,18.8,72.8,101501.836,0
2020-01-31,19.05,72.8,101277.81,0
2020-01-31,18.8,72.8,101279.445,0
2020-02-01,19.05,72.8,101234.69,0
2020-02-01,18.8,72.8,101235.84,0
2020-02-02,19.05,72.8,101364.73,0
2020-02-02,18.8,72.8,101368.68,0
2020-02-03,19.05,72.8,101463.56,0
2020-02-03,18.8,72.8,101466.125,0
2020-02-04,19.05,72.8,101350.78,0
2020-02-04,18.8,72.8,101350.12,0
2020-02-05,19.05,72.8,101317.35,0
2020-02-05,18.8,72.8,101312.945,0
2020-02-06,19.05,72.8,101328.336,0
2020-02-06,18.8,72.8,101331.28,0
2020-02-07,19.05,72.8,101437.66,0
2020-02-07,18.8,72.8,101441.0,0
2020-02-08,19.05,72.8,101423.88,0
2020-02-08,18.8,72.8,101422.305,0
2020-02-09,19.05,72.8,101404.875,0
2020-02-09,18.8,72.8,101391.336,0
2020-02-10,19.05,72.8,101295.46,0
2020-02-10,18.8,72.8,101284.25,0
2020-02-11,19.05,72.8,101298.74,0
2020-02-11,18.8,72.8,101293.72,0
2020-02-12,19.05,72.8,101469.16,0
2020-02-12,18.8,72.8,101462.73,0
2020-02-13,19.05,72.8,101480.555,0
2020-02-13,18.8,72.8,101479.21,0
2020-02-14,19.05,72.8,101321.94,0
2020-02-14,18.8,72.8,101313.805,0
2020-02-15,19.05,72.8,101260.96,0
2020-02-15,18.8,72.8,101258.88,0
2020-02-16,19.05,72.8,101293.4,0
2020-02-16,18.8,72.8,101294.695,0
2020-02-17,19.05,72.8,101337.9,0
2020-02-17,18.8,72.8,101339.31,0
2020-02-18,19.05,72.8,101293.38,0
2020-02-18,18.8,72.8,101294.23,0
2020-02-19,19.05,72.8,101234.32,0
2020-02-19,18.8,72.8,101236.07,0
2020-02-20,19.05,72.8,101183.76,0
2020-02-20,18.8,72.8,101185.0,0
2020-02-21,19.05,72.8,101389.664,0
2020-02-21,18.8,72.8,101386.72,0
2020-02-22,19.05,72.8,101486.23,0
2020-02-22,18.8,72.8,101484.6,0
2020-02-23,19.05,72.8,101366.57,0
2020-02-23,18.8,72.8,101365.93,0
2020-02-24,19.05,72.8,101162.44,0
2020-02-24,18.8,72.8,101165.38,0
2020-02-25,19.05,72.8,101082.69,0
2020-02-25,18.8,72.8,101075.305,0
2020-02-26,19.05,72.8,101133.19,0
2020-02-26,18.8,72.8,101121.41,0
2020-02-27,19.05,72.8,101138.18,0
2020-02-27,18.8,72.8,101132.34,0
2020-02-28,19.05,72.8,101005.98,0
2020-02-28,18.8,72.8,101005.44,0
2020-02-29,19.05,72.8,100975.32,0
2020-02-29,18.8,72.8,100978.0,0
2020-03-01,19.05,72.8,101072.54,0
2020-03-01,18.8,72.8,101072.25,0
2020-03-02,19.05,72.8,101181.21,0
2020-03-02,18.8,72.8,101184.29,0
2020-03-03,19.05,72.8,101238.34,0
2020-03-03,18.8,72.8,101244.97,0
2020-03-04,19.05,72.8,101217.69,0
2020-03-04,18.8,72.8,101224.37,0
2020-03-05,19.05,72.8,101087.78,0
