valid_time,latitude,longitude,t2m,number
2020-01-01,19.05,72.8,297.8888,0
2020-01-01,18.8,72.8,297.62848,0
2020-01-02,19.05,72.8,298.3086,0
2020-01-02,18.8,72.8,298.0075,0
2020-01-03,19.05,72.8,298.2498,0
2020-01-03,18.8,72.8,297.79413,0
2020-01-04,19.05,72.8,298.59045,0
2020-01-04,18.8,72.8,298.2703,0
2020-01-05,19.05,72.8,300.2049,0
2020-01-05,18.8,72.8,300.09167,0
2020-01-06,19.05,72.8,300.53815,0
2020-01-06,18.8,72.8,300.25485,0
2020-01-07,19.05,72.8,299.7439,0
2020-01-07,18.8,72.8,299.58658,0
2020-01-08,19.05,72.8,298.88174,0
2020-01-08,18.8,72.8,298.67712,0
2020-01-09,19.05,72.8,299.0487,0
2020-01-09,18.8,72.8,298.68347,0
2020-01-10,19.05,72.8,300.66388,0
2020-01-10,18.8,72.8,300.12128,0
2020-01-11,19.05,72.8,300.9554,0
2020-01-11,18.8,72.8,300.88547,0
2020-01-12,19.05,72.8,300.6225,0
2020-01-12,18.8,72.8,300.16058,0
2020-01-13,19.05,72.8,298.72433,0
2020-01-13,18.8,72.8,298.50534,0
2020-01-14,19.05,72.8,298.3068,0
2020-01-14,18.8,72.8,297.92468,0
2020-01-15,19.05,72.8,297.00128,0
2020-01-15,18.8,72.8,296.79724,0
2020-01-16,19.05,72.8,295.7207,0
2020-01-16,18.8,72.8,295.62106,0
2020-01-17,19.05,72.8,296.6107,0
2020-01-17,18.8,72.8,296.30807,0
2020-01-18,19.05,72.8,299.04144,0
2020-01-18,18.8,72.8,298.4314,0
2020-01-19,19.05,72.8,299.59875,0
2020-01-19,18.8,72.8,299.04483,0
2020-01-20,19.05,72.8,300.8131,0
2020-01-20,18.8,72.8,299.92844,0
2020-01-21,19.05,72.8,299.45062,0
2020-01-21,18.8,72.8,298.89948,0
2020-01-22,19.05,72.8,300.187,0
2020-01-22,18.8,72.8,299.52335,0
2020-01-23,19.05,72.8,301.50354,0
2020-01-23,18.8,72.8,300.7137,0
2020-01-24,19.05,72.8,301.18103,0
2020-01-24,18.8,72.8,300.66327,0
2020-01-25,19.05,72.8,300.6858,0
2020-01-25,18.8,72.8,300.2575,0
2020-01-26,19.05,72.8,300.1739,0
2020-01-26,18.8,72.8,299.40393,0
2020-01-27,19.05,72.8,299.07812,0
2020-01-27,18.8,72.8,298.7907,0
2020-01-28,19.05,72.8,298.17786,0
2020-01-28,18.8,72.8,297.94733,0
2020-01-29,19.05,72.8,296.55753,0
2020-01-29,18.8,72.8,296.45126,0
2020-01-30,19.05,72.8,298.50992,0
2020-01-30,18.8,72.8,297.97778,0
2020-01-31,19.05,72.8,297.8926,0
2020-01-31,18.8,72.8,297.25983,0
2020-02-01,19.05,72.8,299.23032,0
2020-02-01,18.8,72.8,298.50977,0
2020-02-02,19.05,72.8,298.6368,0
2020-02-02,18.8,72.8,298.32104,0
2020-02-03,19.05,72.8,298.3518,0
2020-02-03,18.8,72.8,297.786,0
2020-02-04,19.05,72.8,299.27875,0
2020-02-04,18.8,72.8,298.51337,0
2020-02-05,19.05,72.8,299.4887,0
2020-02-05,18.8,72.8,298.95932,0
2020-02-06,19.05,72.8,298.7905,0
2020-02-06,18.8,72.8,298.167,0
2020-02-07,19.05,72.8,298.0901,0
2020-02-07,18.8,72.8,297.5722,0
2020-02-08,19.05,72.8,299.33386,0
2020-02-08,18.8,72.8,298.6723,0
2020-02-09,19.05,72.8,299.94592,0
2020-02-09,18.8,72.8,299.51282,0
2020-02-10,19.05,72.8,300.07062,0
2020-02-10,18.8,72.8,299.73087,0
2020-02-11,19.05,72.8,301.3698,0
2020-02-11,18.8,72.8,300.9645,0
2020-02-12,19.05,72.8,301.9887,0
2020-02-12,18.8,72.8,302.04987,0
2020-02-13,19.05,72.8,302.2798,0
2020-02-13,18.8,72.8,301.5342,0
2020-02-14,19.05,72.8,301.36194,0
2020-02-14,18.8,72.8,300.94522,0
2020-02-15,19.05,72.8,300.6802,0
2020-02-15,18.8,72.8,300.13947,0
2020-02-16,19.05,72.8,300.47827,0
2020-02-16,18.8,72.8,299.803,0
2020-02-17,19.05,72.8,301.59396,0
2020-02-17,18.8,72.8,300.56873,0
2020-02-18,19.05,72.8,303.57886,0
2020-02-18,18.8,72.8,303.2245,0
2020-02-19,19.05,72.8,301.7301,0
2020-02-19,18.8,72.8,300.93774,0
2020-02-20,19.05,72.8,301.1438,0
2020-02-20,18.8,72.8,300.54208,0
2020-02-21,19.05,72.8,301.1045,0
2020-02-21,18.8,72.8,300.52246,0
2020-02-22,19.05,72.8,301.70068,0
2020-02-22,18.8,72.8,300.73523,0
2020-02-23,19.05,72.8,301.83408,0
2020-02-23,18.8,72.8,300.8925,0
2020-02-24,19.05,72.8,300.99457,0
2020-02-24,18.8,72.8,300.23917,0
2020-02-25,19.05,72.8,302.31274,0
2020-02-25,18.8,72.8,301.64294,0
2020-02-26,19.05,72.8,302.7528,0
2020-02-26,18.8,72.8,302.0154,0
2020-02-27,19.05,72.8,304.28595,0
2020-02-27,18.8,72.8,303.44202,0
2020-02-28,19.05,72.8,301.6233,0
2020-02-28,18.8,72.8,300.93353,0
2020-02-29,19.05,72.8,300.5896,0
2020-02-29,18.8,72.8,300.2664,0
2020-03-01,19.05,72.8,300.5996,0
2020-03-01,18.8,72.8,299.97598,0
2020-03-02,19.05,72.8,299.61017,0
2020-03-02,18.8,72.8,299.0507,0
2020-03-03,19.05,72.8,299.23846,0
2020-03-03,18.8,72.8,298.8451,0
2020-03-04,19.05,72.8,299.04114,0
2020-03-04,18.8,72.8,298.6875,0
2020-03-05,19.05,72.8,299.08826,0
2020-03-05,18.8,72.8,298.81924,0
2020-03-06,19.05,72.8,299.32513,0
2020-03-06,18.8,72.8,299.11575,0
2020-03-07,19.05,72.8,298.6524,0
2020-03-07,18.8,72.8,298.17422,0
2020-03-08,19.05,72.8,299.07593,0
2020-03-08,18.8,72.8,298.44067,0
2020-03-09,19.05,72.8,299.258,0
2020-03-09,18.8,72.8,298.71063,0
2020-03-10,19.05,72.8,299.0232,0
2020-03-10,18.8,72.8,298.85028,0
2020-03-11,19.05,72.8,299.031,0
2020-03-11,18.8,72.8,298.51932,0
2020-03-12,19.05,72.8,298.75357,0
2020-03-12,18.8,72.8,298.50598,0
2020-03-13,19.05,72.8,299.81534,0
2020-03-13,18.8,72.8,299.2954,0
2020-03-14,19.05,72.8,301.78824,0
2020-03-14,18.8,72.8,301.45255,0
2020-03-15,19.05,72.8,303.0656,0
2020-03-15,18.8,72.8,301.9238,0
2020-03-16,19.05,72.8,302.7231,0
2020-03-16,18.8,72.8,301.9027,0
2020-03-17,19.05,72.8,302.50546,0
2020-03-17,18.8,72.8,301.76645,0
2020-03-18,19.05,72.8,302.56592,0
2020-03-18,18.8,72.8,301.79373,0
2020-03-19,19.05,72.8,301.59885,0
2020-03-19,18.8,72.8,300.86987,0
2020-03-20,19.05,72.8,300.26794,0
2020-03-20,18.8,72.8,299.76263,0
2020-03-21,19.05,72.8,300.04132,0
2020-03-21,18.8,72.8,299.5227,0
2020-03-22,19.05,72.8,301.47412,0
2020-03-22,18.8,72.8,300.65335,0
2020-03-23,19.05,72.8,303.0025,0
2020-03-23,18.8,72.8,302.0656,0
2020-03-24,19.05,72.8,302.65097,0
2020-03-24,18.8,72.8,301.4281,0
2020-03-25,19.05,72.8,301.6073,0
2020-03-25,18.8,72.8,301.0698,0
2020-03-26,19.05,72.8,301.74756,0
2020-03-26,18.8,72.8,301.40964,0
2020-03-27,19.05,72.8,302.6352,0
2020-03-27,18.8,72.8,301.89935,0
2020-03-28,19.05,72.8,303.26776,0
2020-03-28,18.8,72.8,302.58688,0
2020-03-29,19.05,72.8,303.38446,0
2020-03-29,18.8,72.8,302.57635,0
2020-03-30,19.05,72.8,302.60522,0
2020-03-30,18.8,72.8,301.89105,0
2020-03-31,19.05,72.8,302.30573,0
2020-03-31,18.8,72.8,301.64337,0
2020-04-01,19.05,72.8,302.78113,0
2020-04-01,18.8,72.8,301.77884,0
2020-04-02,19.05,72.8,303.7378,0
2020-04-02,18.8,72.8,302.72748,0
2020-04-03,19.05,72.8,302.98523,0
2020-04-03,18.8,72.8,301.8031,0
2020-04-04,19.05,72.8,302.38583,0
2020-04-04,18.8,72.8,301.54388,0
2020-04-05,19.05,72.8,302.29968,0
2020-04-05,18.8,72.8,301.52393,0
2020-04-06,19.05,72.8,301.39108,0
2020-04-06,18.8,72.8,301.0809,0
2020-04-07,19.05,72.8,301.47156,0
2020-04-07,18.8,72.8,300.99988,0
2020-04-08,19.05,72.8,301.5157,0
2020-04-08,18.8,72.8,301.04788,0
2020-04-09,19.05,72.8,301.79596,0
2020-04-09,18.8,72.8,301.09967,0
2020-04-10,19.05,72.8,302.88547,0
2020-04-10,18.8,72.8,301.81247,0
2020-04-11,19.05,72.8,303.0282,0
2020-04-11,18.8,72.8,302.12347,0
2020-04-12,19.05,72.8,302.50684,0
2020-04-12,18.8,72.8,301.88123,0
2020-04-13,19.05,72.8,302.6101,0
2020-04-13,18.8,72.8,301.89392,0
2020-04-14,19.05,72.8,304.2989,0
2020-04-14,18.8,72.8,303.00854,0
2020-04-15,19.05,72.8,303.49637,0
2020-04-15,18.8,72.8,302.5982,0
2020-04-16,19.05,72.8,302.5874,0
2020-04-16,18.8,72.8,302.17346,0
2020-04-17,19.05,72.8,302.81656,0
2020-04-17,18.8,72.8,302.28137,0
2020-04-18,19.05,72.8,303.59064,0
2020-04-18,18.8,72.8,302.76996,0
2020-04-19,19.05,72.8,304.40207,0
2020-04-19,18.8,72.8,303.43054,0
2020-04-20,19.05,72.8,305.90973,0
2020-04-20,18.8,72.8,304.91388,0
2020-04-21,19.05,72.8,303.7054,0
2020-04-21,18.8,72.8,303.07355,0
2020-04-22,19.05,72.8,303.31952,0
2020-04-22,18.8,72.8,302.7148,0
2020-04-23,19.05,72.8,303.46173,0
2020-04-23,18.8,72.8,302.85345,0
2020-04-24,19.05,72.8,303.72556,0
2020-04-24,18.8,72.8,303.1187,0
2020-04-25,19.05,72.8,303.15424,0
2020-04-25,18.8,72.8,302.71924,0
2020-04-26,19.05,72.8,302.7182,0
2020-04-26,18.8,72.8,302.23242,0
2020-04-27,19.05,72.8,303.1198,0
2020-04-27,18.8,72.8,302.56354,0
2020-04-28,19.05,72.8,303.78754,0
2020-04-28,18.8,72.8,302.97357,0
2020-04-29,19.05,72.8,303.69287,0
2020-04-29,18.8,72.8,303.15408,0
2020-04-30,19.05,72.8,303.12888,0
2020-04-30,18.8,72.8,302.63654,0
2020-05-01,19.05,72.8,302.99945,0
2020-05-01,18.8,72.8,302.5779,0
2020-05-02,19.05,72.8,303.05954,0
