valid_time,latitude,longitude,msl,number
2010-01-01,19.05,72.8,101114.1,0
2010-01-01,18.8,72.8,101107.07,0
2010-01-02,19.05,72.8,101246.875,0
2010-01-02,18.8,72.8,101242.38,0
2010-01-03,19.05,72.8,101402.414,0
2010-01-03,18.8,72.8,101397.836,0
2010-01-04,19.05,72.8,101345.336,0
2010-01-04,18.8,72.8,101337.305,0
2010-01-05,19.05,72.8,101116.98,0
2010-01-05,18.8,72.8,101116.41,0
2010-01-06,19.05,72.8,101020.914,0
2010-01-06,18.8,72.8,101017.19,0
2010-01-07,19.05,72.8,101093.03,0
2010-01-07,18.8,72.8,101086.35,0
2010-01-08,19.05,72.8,101212.84,0
2010-01-08,18.8,72.8,101208.25,0
2010-01-09,19.05,72.8,101199.63,0
2010-01-09,18.8,72.8,101193.625,0
2010-01-10,19.05,72.8,101202.94,0
2010-01-10,18.8,72.8,101198.625,0
2010-01-11,19.05,72.8,101226.76,0
2010-01-11,18.8,72.8,101229.4,0
2010-01-12,19.05,72.8,101394.25,0
2010-01-12,18.8,72.8,101401.93,0
2010-01-13,19.05,72.8,101609.25,0
2010-01-13,18.8,72.8,101602.26,0
2010-01-14,19.05,72.8,101626.695,0
2010-01-14,18.8,72.8,101612.49,0
2010-01-15,19.05,72.8,101618.5,0
2010-01-15,18.8,72.8,101603.54,0
2010-01-16,19.05,72.8,101741.75,0
2010-01-16,18.8,72.8,101729.51,0
2010-01-17,19.05,72.8,101774.94,0
2010-01-17,18.8,72.8,101769.13,0
2010-01-18,19.05,72.8,101689.28,0
2010-01-18,18.8,72.8,101690.32,0
2010-01-19,19.05,72.8,101436.84,0
2010-01-19,18.8,72.8,101431.51,0
2010-01-20,19.05,72.8,101450.48,0
2010-01-20,18.8,72.8,101443.19,0
2010-01-21,19.05,72.8,101427.9,0
2010-01-21,18.8,72.8,101423.914,0
2010-01-22,19.05,72.8,101381.695,0
2010-01-22,18.8,72.8,101378.71,0
2010-01-23,19.05,72.8,101391.76,0
2010-01-23,18.8,72.8,101389.25,0
2010-01-24,19.05,72.8,101283.79,0
2010-01-24,18.8,72.8,101282.16,0
2010-01-25,19.05,72.8,101275.6,0
2010-01-25,18.8,72.8,101270.01,0
2010-01-26,19.05,72.8,101355.52,0
2010-01-26,18.8,72.8,101348.055,0
2010-01-27,19.05,72.8,101372.28,0
2010-01-27,18.8,72.8,101367.12,0
