valid_time,latitude,longitude,max_temperature,mean_temperature
2018-01-01,18.8,72.8,298.72845,296.9606
2018-01-01,19.05,72.8,299.25476,296.76865
2018-01-02,18.8,72.8,298.49805,296.64902
2018-01-02,19.05,72.8,298.95288,296.37167
2018-01-03,18.8,72.8,298.84448,296.84628
2018-01-03,19.05,72.8,299.36816,296.69333
2018-01-04,18.8,72.8,298.94745,297.0236
2018-01-04,19.05,72.8,299.4445,296.91977
2018-01-05,18.8,72.8,298.9569,296.91443
2018-01-05,19.05,72.8,299.4637,296.7474
2018-01-06,18.8,72.8,298.7158,296.9133
2018-01-06,19.05,72.8,299.1416,296.658
2018-01-07,18.8,72.8,298.46112,296.31802
2018-01-07,19.05,72.8,298.87164,296.07617
2018-01-08,18.8,72.8,297.96802,295.9539
2018-01-08,19.05,72.8,298.49622,295.74707
2018-01-09,18.8,72.8,299.09473,296.89847
2018-01-09,19.05,72.8,299.74545,296.73483
2018-01-10,18.8,72.8,300.38007,297.80872
2018-01-10,19.05,72.8,301.0338,297.67206
2018-01-11,18.8,72.8,300.2057,298.31412
2018-01-11,19.05,72.8,300.86148,298.20758
2018-01-12,18.8,72.8,300.74536,298.64526
2018-01-12,19.05,72.8,301.52844,298.5582
2018-01-13,18.8,72.8,300.40506,298.61444
2018-01-13,19.05,72.8,301.20218,298.6061
2018-01-14,18.8,72.8,300.35355,298.69653
2018-01-14,19.05,72.8,301.1593,298.80063
2018-01-15,18.8,72.8,300.752,299.02692
2018-01-15,19.05,72.8,301.4837,299.09155
2018-01-16,18.8,72.8,301.7435,299.44058
2018-01-16,19.05,72.8,302.39743,299.47937
2018-01-17,18.8,72.8,300.84766,299.04623
2018-01-17,19.05,72.8,301.37952,299.0016
2018-01-18,18.8,72.8,300.9721,298.92215
2018-01-18,19.05,72.8,301.48462,298.7844
2018-01-19,18.8,72.8,300.3577,298.71735
2018-01-19,19.05,72.8,300.7994,298.65186
2018-01-20,18.8,72.8,300.1129,298.03174
2018-01-20,19.05,72.8,301.01312,298.0447
2018-01-21,18.8,72.8,299.70142,297.8143
2018-01-21,19.05,72.8,300.53476,297.8702
2018-01-22,18.8,72.8,298.74484,297.40375
2018-01-22,19.05,72.8,299.30786,297.44626
2018-01-23,18.8,72.8,298.13144,296.85434
2018-01-23,19.05,72.8,298.7604,296.8212
2018-01-24,18.8,72.8,298.61108,296.40787
2018-01-24,19.05,72.8,299.2353,296.42932
2018-01-25,18.8,72.8,299.3682,296.838
2018-01-25,19.05,72.8,299.9231,296.73526
2018-01-26,18.8,72.8,299.4511,297.208
2018-01-26,19.05,72.8,300.04785,296.99484
2018-01-27,18.8,72.8,299.17346,297.1035
2018-01-27,19.05,72.8,299.6416,296.93735
2018-01-28,18.8,72.8,298.99304,296.91458
2018-01-28,19.05,72.8,299.55768,296.87387
2018-01-29,18.8,72.8,299.40582,297.40646
2018-01-29,19.05,72.8,300.00977,297.4155
2018-01-30,18.8,72.8,301.5225,298.438
2018-01-30,19.05,72.8,302.06824,298.3649
2018-01-31,18.8,72.8,301.2987,298.37003
2018-01-31,19.05,72.8,301.8432,298.27664
2018-02-01,18.8,72.8,300.20288,298.0815
2018-02-01,19.05,72.8,301.1911,298.11554
2018-02-02,18.8,72.8,299.66278,297.71088
2018-02-02,19.05,72.8,300.37433,297.68832
2018-02-03,18.8,72.8,300.08673,297.98975
2018-02-03,19.05,72.8,300.77197,297.98953
2018-02-04,18.8,72.8,299.33807,297.9112
2018-02-04,19.05,72.8,300.27588,298.03845
2018-02-05,18.8,72.8,299.06244,297.69574
2018-02-05,19.05,72.8,299.7967,297.79294
2018-02-06,18.8,72.8,299.23486,297.80444
2018-02-06,19.05,72.8,299.61102,297.91788
2018-02-07,18.8,72.8,299.46866,298.02487
2018-02-07,19.05,72.8,299.92743,297.91153
2018-02-08,18.8,72.8,298.51413,297.14496
2018-02-08,19.05,72.8,299.09094,297.03787
2018-02-09,18.8,72.8,299.6255,297.30276
2018-02-09,19.05,72.8,300.03528,297.12173
2018-02-10,18.8,72.8,298.90503,297.26883
2018-02-10,19.05,72.8,299.18298,297.02786
2018-02-11,18.8,72.8,298.1096,296.7289
2018-02-11,19.05,72.8,298.44287,296.618
2018-02-12,18.8,72.8,297.7355,296.27805
2018-02-12,19.05,72.8,298.24646,296.26193
2018-02-13,18.8,72.8,299.01804,296.90857
2018-02-13,19.05,72.8,299.6947,297.06012
2018-02-14,18.8,72.8,301.14386,298.44644
2018-02-14,19.05,72.8,301.72223,298.62137
2018-02-15,18.8,72.8,302.03766,299.82364
2018-02-15,19.05,72.8,302.5572,299.77444
2018-02-16,18.8,72.8,300.90353,299.23483
2018-02-16,19.05,72.8,301.56424,299.32877
2018-02-17,18.8,72.8,300.34573,298.8681
2018-02-17,19.05,72.8,301.07175,298.8839
2018-02-18,18.8,72.8,300.63495,298.76273
2018-02-18,19.05,72.8,301.4488,298.78793
2018-02-19,18.8,72.8,300.70526,298.82465
2018-02-19,19.05,72.8,301.50488,298.89172
2018-02-20,18.8,72.8,300.58405,298.7289
2018-02-20,19.05,72.8,301.524,298.8984
2018-02-21,18.8,72.8,300.74503,298.84604
2018-02-21,19.05,72.8,301.79288,299.07553
2018-02-22,18.8,72.8,300.62314,299.04807
2018-02-22,19.05,72.8,301.78094,299.39755
2018-02-23,18.8,72.8,299.81067,298.73483
2018-02-23,19.05,72.8,300.77936,298.96603
2018-02-24,18.8,72.8,300.62134,299.26584
2018-02-24,19.05,72.8,301.56122,299.52072
2018-02-25,18.8,72.8,302.09668,300.17825
2018-02-25,19.05,72.8,302.75952,300.28903
2018-02-26,18.8,72.8,301.03522,299.86124
2018-02-26,19.05,72.8,301.4417,300.0606
2018-02-27,18.8,72.8,301.48032,299.84885
2018-02-27,19.05,72.8,302.2222,300.07913
2018-02-28,18.8,72.8,301.833,300.2033
2018-02-28,19.05,72.8,302.38165,300.35034
2018-03-01,18.8,72.8,301.4004,299.8637
2018-03-01,19.05,72.8,302.0167,299.89142
2018-03-02,18.8,72.8,301.41132,299.72656
2018-03-02,19.05,72.8,302.24933,299.9357
2018-03-03,18.8,72.8,301.233,300.14877
2018-03-03,19.05,72.8,301.963,300.56223
2018-03-04,18.8,72.8,300.7937,299.91827
2018-03-04,19.05,72.8,301.499,300.10846
2018-03-05,18.8,72.8,301.4474,300.0394
2018-03-05,19.05,72.8,302.4184,300.22812
2018-03-06,18.8,72.8,302.1668,300.59634
2018-03-06,19.05,72.8,302.9203,300.8035
2018-03-07,18.8,72.8,301.1015,300.28738
2018-03-07,19.05,72.8,301.7329,300.353
2018-03-08,18.8,72.8,300.732,299.3184
2018-03-08,19.05,72.8,301.38318,299.43958
2018-03-09,18.8,72.8,301.6309,299.85812
2018-03-09,19.05,72.8,302.63098,300.033
2018-03-10,18.8,72.8,301.7611,300.20685
2018-03-10,19.05,72.8,302.7311,300.35898
2018-03-11,18.8,72.8,302.51016,300.77496
2018-03-11,19.05,72.8,303.5319,301.0459
2018-03-12,18.8,72.8,302.98987,300.92313
2018-03-12,19.05,72.8,303.82797,301.15253
2018-03-13,18.8,72.8,301.6936,300.6675
2018-03-13,19.05,72.8,302.60635,300.88257
2018-03-14,18.8,72.8,302.6823,300.94537
2018-03-14,19.05,72.8,303.27255,301.08414
2018-03-15,18.8,72.8,300.90298,300.12436
2018-03-15,19.05,72.8,301.3088,300.15054
2018-03-16,18.8,72.8,301.72726,300.34692
2018-03-16,19.05,72.8,302.15076,300.41714
2018-03-17,18.8,72.8,301.52008,300.0307
2018-03-17,19.05,72.8,302.21683,300.08316
2018-03-18,18.8,72.8,300.70905,299.77747
2018-03-18,19.05,72.8,301.3659,299.925
2018-03-19,18.8,72.8,300.67914,299.70502
2018-03-19,19.05,72.8,301.26758,299.88644
2018-03-20,18.8,72.8,300.4532,299.41916
2018-03-20,19.05,72.8,301.32172,299.64102
2018-03-21,18.8,72.8,300.77148,299.3652
2018-03-21,19.05,72.8,301.44464,299.51865
2018-03-22,18.8,72.8,299.63327,298.4949
2018-03-22,19.05,72.8,300.2854,298.6782
2018-03-23,18.8,72.8,299.58423,298.40872
2018-03-23,19.05,72.8,300.14752,298.56772
2018-03-24,18.8,72.8,301.1256,299.5377
2018-03-24,19.05,72.8,302.1172,299.9403
2018-03-25,18.8,72.8,304.36737,301.4466
2018-03-25,19.05,72.8,305.6877,301.87494
2018-03-26,18.8,72.8,304.015,301.54376
2018-03-26,19.05,72.8,305.58807,302.0091
2018-03-27,18.8,72.8,301.1098,300.07748
2018-03-27,19.05,72.8,301.75818,300.23868
2018-03-28,18.8,72.8,301.21594,300.01532
2018-03-28,19.05,72.8,301.42398,300.1953
2018-03-29,18.8,72.8,300.79172,299.63608
2018-03-29,19.05,72.8,301.33444,299.81802
2018-03-30,18.8,72.8,300.69086,299.52072
2018-03-30,19.05,72.8,301.023,299.72086
2018-03-31,18.8,72.8,300.86832,299.78635
2018-03-31,19.05,72.8,301.22885,299.99796
2018-04-01,18.8,72.8,300.82504,299.54184
2018-04-01,19.05,72.8,301.31677,299.81033
2018-04-02,18.8,72.8,301.35294,300.08984
2018-04-02,19.05,72.8,302.1331,300.26443
2018-04-03,18.8,72.8,301.0083,300.10562
2018-04-03,19.05,72.8,301.54214,300.34253
2018-04-04,18.8,72.8,300.9608,300.12064
2018-04-04,19.05,72.8,301.52188,300.33276
2018-04-05,18.8,72.8,301.1679,300.37198
2018-04-05,19.05,72.8,301.72592,300.6325
2018-04-06,18.8,72.8,301.28674,300.30777
2018-04-06,19.05,72.8,301.925,300.50446
2018-04-07,18.8,72.8,301.47864,300.3401
2018-04-07,19.05,72.8,302.3095,300.59576
2018-04-08,18.8,72.8,302.10504,300.57773
2018-04-08,19.05,72.8,302.8109,300.75723
2018-04-09,18.8,72.8,301.9052,300.19687
2018-04-09,19.05,72.8,302.7603,300.45746
2018-04-10,18.8,72.8,301.1441,300.0142
2018-04-10,19.05,72.8,301.88953,300.19617
2018-04-11,18.8,72.8,301.2007,300.19907
2018-04-11,19.05,72.8,301.58136,300.38052
2018-04-12,18.8,72.8,301.2485,300.2921
2018-04-12,19.05,72.8,301.77942,300.53
2018-04-13,18.8,72.8,301.54874,300.42368
2018-04-13,19.05,72.8,301.98047,300.67645
2018-04-14,18.8,72.8,301.409,300.4195
2018-04-14,19.05,72.8,301.92923,300.66345
2018-04-15,18.8,72.8,301.53735,300.73062
2018-04-15,19.05,72.8,301.97214,300.99332
2018-04-16,18.8,72.8,301.94446,301.03156
2018-04-16,19.05,72.8,302.61792,301.38678
2018-04-17,18.8,72.8,303.26782,302.01175
2018-04-17,19.05,72.8,304.35068,302.43307
2018-04-18,18.8,72.8,303.1731,302.2947
2018-04-18,19.05,72.8,304.00836,302.53174
2018-04-19,18.8,72.8,303.77255,302.58493
2018-04-19,19.05,72.8,304.74237,302.86203
2018-04-20,18.8,72.8,303.03113,302.22183
2018-04-20,19.05,72.8,303.5709,302.40793
2018-04-21,18.8,72.8,302.80127,301.68604
2018-04-21,19.05,72.8,303.42987,301.9666
2018-04-22,18.8,72.8,303.0876,301.83545
2018-04-22,19.05,72.8,303.7577,302.0203
2018-04-23,18.8,72.8,302.43298,301.50504
2018-04-23,19.05,72.8,302.87988,301.66528
2018-04-24,18.8,72.8,303.0686,301.63705
2018-04-24,19.05,72.8,303.722,301.82358
2018-04-25,18.8,72.8,302.85614,301.49698
2018-04-25,19.05,72.8,303.62457,301.68335
2018-04-26,18.8,72.8,301.6754,300.79446
2018-04-26,19.05,72.8,302.21564,300.98334
2018-04-27,18.8,72.8,301.89005,300.69357
2018-04-27,19.05,72.8,302.37988,300.94742
2018-04-28,18.8,72.8,301.8866,300.86295
2018-04-28,19.05,72.8,302.41873,301.13785
2018-04-29,18.8,72.8,302.0512,301.06186
2018-04-29,19.05,72.8,302.31946,301.27634
2018-04-30,18.8,72.8,301.9367,301.0226
2018-04-30,19.05,72.8,302.48514,301.34433
2018-05-01,18.8,72.8,301.79874,300.9644
2018-05-01,19.05,72.8,302.4391,301.25726
2018-05-02,18.8,72.8,302.10803,301.1324
2018-05-02,19.05,72.8,302.44376,301.35422
2018-05-03,18.8,72.8,302.60043,301.4879
2018-05-03,19.05,72.8,302.83636,301.62894
2018-05-04,18.8,72.8,302.51938,301.5391
2018-05-04,19.05,72.8,302.66583,301.67557
2018-05-05,18.8,72.8,302.2724,301.55475
2018-05-05,19.05,72.8,302.6947,301.71185
2018-05-06,18.8,72.8,302.6645,301.7786
2018-05-06,19.05,72.8,303.086,302.01965
2018-05-07,18.8,72.8,302.66562,301.8123
2018-05-07,19.05,72.8,302.91962,301.99326
2018-05-08,18.8,72.8,302.27087,301.54565
2018-05-08,19.05,72.8,302.7003,301.7454
2018-05-09,18.8,72.8,303.0293,301.87546
2018-05-09,19.05,72.8,303.75415,302.20926
2018-05-10,18.8,72.8,302.68457,301.92465
2018-05-10,19.05,72.8,303.1419,302.1669
2018-05-11,18.8,72.8,302.72675,301.981
2018-05-11,19.05,72.8,303.11697,302.25766
2018-05-12,18.8,72.8,302.4642,301.81857
2018-05-12,19.05,72.8,302.96143,302.0662
2018-05-13,18.8,72.8,302.59668,301.8572
2018-05-13,19.05,72.8,303.16965,302.18225
2018-05-14,18.8,72.8,302.81604,302.07986
2018-05-14,19.05,72.8,303.36124,302.3904
2018-05-15,18.8,72.8,302.40054,301.71744
2018-05-15,19.05,72.8,302.95392,302.10806
2018-05-16,18.8,72.8,302.51538,301.7837
2018-05-16,19.05,72.8,303.14667,302.1971
2018-05-17,18.8,72.8,302.78503,301.94412
2018-05-17,19.05,72.8,303.4192,302.35995
2018-05-18,18.8,72.8,302.83942,302.1708
2018-05-18,19.05,72.8,303.15918,302.41452
2018-05-19,18.8,72.8,302.98816,302.0322
2018-05-19,19.05,72.8,303.37704,302.33908
2018-05-20,18.8,72.8,303.18893,302.2973
2018-05-20,19.05,72.8,303.48038,302.5343
2018-05-21,18.8,72.8,302.9219,302.25296
2018-05-21,19.05,72.8,303.25134,302.47226
2018-05-22,18.8,72.8,302.7888,302.01825
2018-05-22,19.05,72.8,303.10602,302.2344
2018-05-23,18.8,72.8,302.94485,302.19067
2018-05-23,19.05,72.8,303.3373,302.4564
2018-05-24,18.8,72.8,303.3145,302.52753
2018-05-24,19.05,72.8,303.49817,302.7467
2018-05-25,18.8,72.8,303.21194,302.52222
2018-05-25,19.05,72.8,303.782,302.81534
2018-05-26,18.8,72.8,303.38208,302.72342
2018-05-26,19.05,72.8,304.19727,303.11978
2018-05-27,18.8,72.8,303.40228,302.63736
2018-05-27,19.05,72.8,303.92596,302.99237
2018-05-28,18.8,72.8,302.92035,302.45773
2018-05-28,19.05,72.8,303.34988,302.77902
2018-05-29,18.8,72.8,303.0343,302.5623
2018-05-29,19.05,72.8,303.42963,302.8937
2018-05-30,18.8,72.8,303.2447,302.63528
2018-05-30,19.05,72.8,303.58826,302.88617
2018-05-31,18.8,72.8,303.3966,302.68634
2018-05-31,19.05,72.8,303.8177,302.96957
2018-06-01,18.8,72.8,303.45657,302.65662
2018-06-01,19.05,72.8,303.96655,302.9312
2018-06-02,18.8,72.8,303.0778,302.37112
2018-06-02,19.05,72.8,303.79224,302.7743
2018-06-03,18.8,72.8,302.98712,302.21722
2018-06-03,19.05,72.8,303.5818,302.543
2018-06-04,18.8,72.8,302.7307,301.68323
2018-06-04,19.05,72.8,303.20764,301.98978
2018-06-05,18.8,72.8,303.06354,302.27643
2018-06-05,19.05,72.8,303.7973,302.64972
2018-06-06,18.8,72.8,303.22098,302.2034
2018-06-06,19.05,72.8,303.49142,302.45364
2018-06-07,18.8,72.8,302.21338,301.06656
2018-06-07,19.05,72.8,302.57434,301.37985
2018-06-08,18.8,72.8,302.46472,301.57028
2018-06-08,19.05,72.8,303.15576,302.02295
2018-06-09,18.8,72.8,302.00305,301.068
2018-06-09,19.05,72.8,302.2782,301.51138
2018-06-10,18.8,72.8,302.8095,301.96848
2018-06-10,19.05,72.8,303.32953,302.24185
2018-06-11,18.8,72.8,303.0659,302.2955
2018-06-11,19.05,72.8,303.41794,302.64
2018-06-12,18.8,72.8,303.10223,302.47894
2018-06-12,19.05,72.8,303.41788,302.7465
2018-06-13,18.8,72.8,303.00757,302.52524
2018-06-13,19.05,72.8,303.2704,302.85312
2018-06-14,18.8,72.8,302.85663,301.93805
2018-06-14,19.05,72.8,303.33084,302.30835
2018-06-15,18.8,72.8,302.20905,300.98782
2018-06-15,19.05,72.8,302.61832,301.30112
2018-06-16,18.8,72.8,300.67136,299.85855
2018-06-16,19.05,72.8,301.03192,300.12976
2018-06-17,18.8,72.8,300.39502,299.7283
2018-06-17,19.05,72.8,300.7414,299.9671
2018-06-18,18.8,72.8,301.1427,300.03568
2018-06-18,19.05,72.8,301.69424,300.32178
2018-06-19,18.8,72.8,301.94907,300.9769
2018-06-19,19.05,72.8,302.29532,301.27103
2018-06-20,18.8,72.8,302.7174,301.97922
2018-06-20,19.05,72.8,303.2767,302.18384
2018-06-21,18.8,72.8,302.39465,301.97153
2018-06-21,19.05,72.8,302.7156,302.2245
2018-06-22,18.8,72.8,301.72787,301.18317
2018-06-22,19.05,72.8,302.19482,301.59702
2018-06-23,18.8,72.8,301.3081,300.3802
2018-06-23,19.05,72.8,301.26602,300.4717
2018-06-24,18.8,72.8,301.0826,300.14688
2018-06-24,19.05,72.8,300.96408,300.19113
2018-06-25,18.8,72.8,301.53513,300.4476
