valid_time,latitude,longitude,t2m,number
2015-01-01,19.05,72.8,296.1647,0
2015-01-01,18.8,72.8,296.37503,0
2015-01-02,19.05,72.8,296.07968,0
2015-01-02,18.8,72.8,296.1899,0
2015-01-03,19.05,72.8,296.39108,0
2015-01-03,18.8,72.8,296.5476,0
2015-01-04,19.05,72.8,297.37534,0
2015-01-04,18.8,72.8,297.57483,0
2015-01-05,19.05,72.8,297.8498,0
2015-01-05,18.8,72.8,298.07352,0
2015-01-06,19.05,72.8,297.60614,0
2015-01-06,18.8,72.8,297.79663,0
2015-01-07,19.05,72.8,296.92856,0
2015-01-07,18.8,72.8,297.1199,0
2015-01-08,19.05,72.8,296.93668,0
2015-01-08,18.8,72.8,297.1749,0
2015-01-09,19.05,72.8,297.80283,0
2015-01-09,18.8,72.8,298.15753,0
2015-01-10,19.05,72.8,297.42923,0
2015-01-10,18.8,72.8,297.83676,0
2015-01-11,19.05,72.8,297.05817,0
2015-01-11,18.8,72.8,297.35464,0
2015-01-12,19.05,72.8,296.9038,0
2015-01-12,18.8,72.8,297.2485,0
2015-01-13,19.05,72.8,296.57162,0
2015-01-13,18.8,72.8,296.98145,0
2015-01-14,19.05,72.8,296.73398,0
2015-01-14,18.8,72.8,296.88852,0
2015-01-15,19.05,72.8,296.6813,0
2015-01-15,18.8,72.8,296.9564,0
2015-01-16,19.05,72.8,297.03268,0
2015-01-16,18.8,72.8,297.26096,0
2015-01-17,19.05,72.8,297.21924,0
2015-01-17,18.8,72.8,297.43134,0
2015-01-18,19.05,72.8,297.2759,0
2015-01-18,18.8,72.8,297.587,0
2015-01-19,19.05,72.8,296.70874,0
2015-01-19,18.8,72.8,296.9614,0
2015-01-20,19.05,72.8,296.3359,0
2015-01-20,18.8,72.8,296.74606,0
2015-01-21,19.05,72.8,296.69095,0
2015-01-21,18.8,72.8,296.86447,0
2015-01-22,19.05,72.8,296.29642,0
2015-01-22,18.8,72.8,296.3216,0
2015-01-23,19.05,72.8,296.5541,0
2015-01-23,18.8,72.8,296.5317,0
2015-01-24,19.05,72.8,296.98828,0
2015-01-24,18.8,72.8,297.0095,0
2015-01-25,19.05,72.8,297.00067,0
2015-01-25,18.8,72.8,297.02222,0
2015-01-26,19.05,72.8,296.5391,0
2015-01-26,18.8,72.8,296.6907,0
2015-01-27,19.05,72.8,295.9386,0
2015-01-27,18.8,72.8,296.02872,0
2015-01-28,19.05,72.8,296.39798,0
2015-01-28,18.8,72.8,296.43106,0
2015-01-29,19.05,72.8,296.6074,0
2015-01-29,18.8,72.8,296.6402,0
2015-01-30,19.05,72.8,297.84027,0
2015-01-30,18.8,72.8,297.87234,0
2015-01-31,19.05,72.8,298.06982,0
2015-01-31,18.8,72.8,298.0532,0
2015-02-01,19.05,72.8,297.72208,0
2015-02-01,18.8,72.8,297.8071,0
2015-02-02,19.05,72.8,296.86313,0
2015-02-02,18.8,72.8,297.00595,0
2015-02-03,19.05,72.8,297.75885,0
2015-02-03,18.8,72.8,297.71817,0
2015-02-04,19.05,72.8,298.38843,0
2015-02-04,18.8,72.8,298.30075,0
2015-02-05,19.05,72.8,298.08597,0
2015-02-05,18.8,72.8,298.10648,0
2015-02-06,19.05,72.8,297.5051,0
2015-02-06,18.8,72.8,297.52774,0
2015-02-07,19.05,72.8,297.02097,0
2015-02-07,18.8,72.8,297.13022,0
2015-02-08,19.05,72.8,296.90894,0
2015-02-08,18.8,72.8,296.88068,0
2015-02-09,19.05,72.8,297.6233,0
2015-02-09,18.8,72.8,297.60333,0
2015-02-10,19.05,72.8,297.7437,0
2015-02-10,18.8,72.8,297.69153,0
2015-02-11,19.05,72.8,297.5511,0
2015-02-11,18.8,72.8,297.48898,0
2015-02-12,19.05,72.8,297.87985,0
2015-02-12,18.8,72.8,297.85013,0
2015-02-13,19.05,72.8,297.9314,0
2015-02-13,18.8,72.8,297.88425,0
2015-02-14,19.05,72.8,297.85815,0
2015-02-14,18.8,72.8,297.8289,0
2015-02-15,19.05,72.8,297.82187,0
2015-02-15,18.8,72.8,297.8273,0
2015-02-16,19.05,72.8,297.89374,0
2015-02-16,18.8,72.8,297.80484,0
2015-02-17,19.05,72.8,298.15356,0
2015-02-17,18.8,72.8,298.09546,0
2015-02-18,19.05,72.8,297.5326,0
2015-02-18,18.8,72.8,297.545,0
2015-02-19,19.05,72.8,297.55466,0
2015-02-19,18.8,72.8,297.4202,0
2015-02-20,19.05,72.8,297.22635,0
2015-02-20,18.8,72.8,297.2068,0
2015-02-21,19.05,72.8,299.69803,0
2015-02-21,18.8,72.8,299.4739,0
2015-02-22,19.05,72.8,299.70325,0
