iter	Logloss
0	0.6329305615
1	0.5807371454
2	0.5428413458
3	0.4963469643
4	0.4519937801
5	0.4201248419
6	0.3907871624
7	0.3671850018
8	0.3385576837
9	0.3117595261
10	0.290024998
11	0.2676400608
12	0.2514450553
13	0.2343076628
14	0.2207709943
15	0.2062223539
16	0.1967112634
17	0.1892038446
18	0.1796003513
19	0.1662239719
20	0.1576295426
21	0.1506437183
22	0.1405557317
23	0.135127869
24	0.1261942061
25	0.1203453313
26	0.1150582365
27	0.1086805644
28	0.1052675008
29	0.1014408793
30	0.09829472019
31	0.09336570642
32	0.08982289857
33	0.0864214829
34	0.08331327644
35	0.07950029461
36	0.07745664919
37	0.07608499073
38	0.07383790746
39	0.07113103655
40	0.06848871579
41	0.06626117074
42	0.06454967878
43	0.06260504772
44	0.060761751
45	0.05910798928
46	0.05759045982
47	0.05601424092
48	0.05469936404
49	0.05356749209
50	0.05267522232
51	0.05130944888
52	0.05058616649
53	0.05017263078
54	0.04925831118
55	0.04848393171
56	0.04730776228
57	0.04658585951
58	0.04563278661
59	0.04466923833
60	0.04404353805
61	0.04322303866
62	0.04239768726
63	0.04183726476
64	0.04107075048
65	0.04037599647
66	0.03981196243
67	0.0391866075
68	0.03858604596
69	0.03795052318
70	0.03736690395
71	0.03680994806
72	0.03637979877
73	0.036106407
74	0.0356234775
75	0.03540087522
76	0.03493425586
77	0.03449764517
78	0.03402917163
79	0.03359024198
80	0.03328133697
81	0.03282519707
82	0.03264674538
83	0.03238625792
84	0.03198532916
85	0.0316631476
86	0.03148556698
87	0.03100804053
88	0.03076451245
89	0.03043561792
90	0.03011285834
91	0.02994077305
92	0.02959364146
93	0.02926840393
94	0.02897651333
95	0.02862425382
96	0.02849532783
97	0.02832936624
98	0.02802678405
99	0.02774138084
100	0.02745876017
101	0.02728412053
102	0.02700241163
103	0.02693570618
104	0.02675876531
105	0.02649132477
106	0.02632378116
107	0.02609029267
108	0.0258602168
109	0.02570141088
110	0.02557279368
111	0.02534422619
112	0.02509221758
113	0.0247804214
114	0.02442829514
115	0.02421048024
116	0.02405974075
117	0.02392604118
118	0.02368518524
119	0.02350225889
120	0.02341330501
121	0.02306680192
122	0.022975409
123	0.02287840355
124	0.0227027339
125	0.02264736819
126	0.02233773983
127	0.02218157251
128	0.02210172882
129	0.02193995692
130	0.02190627326
131	0.02180682652
132	0.02167332237
133	0.0215538528
134	0.02140030057
135	0.02117287219
136	0.02113829372
137	0.02106015183
138	0.02091655118
139	0.02087661599
140	0.02068940239
141	0.0206004301
142	0.0204612368
143	0.02039254888
144	0.020208852
145	0.02012143266
146	0.02007023495
147	0.01997765662
148	0.01984778147
149	0.01978745301
150	0.01974223259
151	0.01962468178
152	0.01956612518
153	0.01953631501
154	0.01943069875
155	0.01934484298
156	0.01923420685
157	0.01909008716
158	0.01903162766
159	0.01899219079
160	0.01888594492
161	0.01875192275
162	0.01866696823
163	0.01858459322
164	0.01848968096
165	0.01844917279
166	0.01839124017
167	0.01832030317
168	0.0182734549
169	0.0182094814
170	0.01810900856
171	0.01799159263
172	0.01790861465
173	0.01784787456
174	0.01779291358
175	0.01773560169
176	0.01765343254
177	0.01760887363
178	0.01747258453
179	0.01728283229
180	0.01711667129
181	0.01708192742
182	0.01696361267
183	0.01688300913
184	0.0167739786
185	0.01673864297
186	0.0167297697
187	0.01666872141
188	0.01663601385
189	0.01645494676
190	0.01634968472
191	0.0163130536
192	0.01627834119
193	0.016257628
194	0.01612565934
195	0.01606021149
196	0.01603267028
197	0.01592981275
198	0.01588084742
199	0.01584473024
200	0.01575592761
201	0.01574681627
202	0.01569868648
203	0.01561627031
204	0.01548438727
205	0.01545987329
206	0.01540929623
207	0.01534055855
208	0.01526492869
209	0.01515240185
210	0.0150817398
211	0.01505486713
212	0.01496502706
213	0.01490210506
214	0.0148555017
215	0.01479161392
216	0.01475836784
217	0.01474718309
218	0.01474110719
219	0.01469936584
220	0.01464959103
221	0.01454203163
222	0.01452631417
223	0.01442506548
224	0.01439508064
225	0.0143690279
226	0.01431992844
227	0.01422933501
228	0.01414304187
229	0.01409550463
230	0.01407719359
231	0.0140523054
232	0.01399376973
233	0.0139205202
234	0.01384842131
235	0.01382953217
236	0.01379533422
237	0.01377991785
238	0.01375457782
239	0.01362125155
240	0.01360638094
241	0.01353241686
242	0.01349577301
243	0.01344645688
244	0.0133937152
245	0.01337626398
246	0.01333664634
247	0.01330837671
248	0.01329584662
249	0.0132601758
250	0.01325432887
251	0.01324742353
252	0.0132136805
253	0.01317203653
254	0.01312156989
255	0.01305488154
256	0.01303823292
257	0.01301723089
258	0.01299668127
259	0.01298036683
260	0.01290313111
261	0.01288872617
262	0.01287832133
263	0.01285422669
264	0.01280011662
265	0.01269003172
266	0.01265174994
267	0.01264341389
268	0.01260900158
269	0.01258172332
270	0.01257099214
271	0.01251887148
272	0.01248969245
273	0.01245565604
274	0.01239335048
275	0.01237130132
276	0.01235382239
277	0.01230340557
278	0.01228523376
279	0.0122400928
280	0.01222792365
281	0.01221110273
282	0.01218326274
283	0.01215156218
284	0.01211886981
285	0.01206419497
286	0.0120313328
287	0.01197867372
288	0.0119309586
289	0.01191771637
290	0.01190253243
291	0.01186481633
292	0.01178379209
293	0.01168717222
294	0.01165024093
295	0.01160218069
296	0.01158653994
297	0.01156672487
298	0.01151350891
299	0.0114833158
300	0.01146094377
301	0.0114036284
302	0.01135276851
303	0.01131961632
304	0.0112938002
305	0.01125995796
306	0.01122184222
307	0.01113932009
308	0.01113418089
309	0.01109372647
310	0.01101909137
311	0.01099519973
312	0.01091850813
313	0.01084832923
314	0.0108119803
315	0.01072785135
316	0.01070541056
317	0.01061229742
318	0.01058306095
319	0.01053890002
320	0.01046355403
321	0.01040274767
322	0.01038415793
323	0.0103300909
324	0.01030302708
325	0.01027576973
326	0.01025127754
327	0.01017207239
328	0.01011903725
329	0.01011012511
330	0.01009639029
331	0.01008324028
332	0.01006584045
333	0.01005265558
334	0.0100318389
335	0.010000826
336	0.009989490811
337	0.009972121261
338	0.009923629558
339	0.009855220026
340	0.009819731044
341	0.009781545019
342	0.009727122595
343	0.009717963989
344	0.009690887688
345	0.009643611661
346	0.009623990806
347	0.009596083203
348	0.009568561289
349	0.009541017754
350	0.0094965708
351	0.009444742882
352	0.00942043001
353	0.009356195483
354	0.009323208984
355	0.009283450957
356	0.009235800913
357	0.009205275837
358	0.009156425271
359	0.009095804375
360	0.009079721462
361	0.009060448822
362	0.009050994307
363	0.009041817242
364	0.009027565627
365	0.008970592165
366	0.008959419877
367	0.00890702172
368	0.008868905269
369	0.008819816409
370	0.008763464527
371	0.00870199339
372	0.008681921543
373	0.008635688248
374	0.008616291963
375	0.008558182252
376	0.00853777732
377	0.008511076453
378	0.008458685463
379	0.008443933865
380	0.008424137937
381	0.008401708479
382	0.00837695184
383	0.008368158811
384	0.008351723568
385	0.008333188816
386	0.00828740722
387	0.008280429575
388	0.008239818709
389	0.008205796328
390	0.008165146995
391	0.008128158688
392	0.008104805687
393	0.008068965984
394	0.008046668839
395	0.008025826283
396	0.008002740554
397	0.007982369263
398	0.007961943398
399	0.007916086887
400	0.007882338742
401	0.007846643436
402	0.007832320284
403	0.007819017125
404	0.007786402121
405	0.007767170094
406	0.007758429393
407	0.007729354086
408	0.007675678441
409	0.00765652909
410	0.007581838499
411	0.007564255797
412	0.007547555663
413	0.007527116652
414	0.007512068485
415	0.007477940349
416	0.007448373879
417	0.007435815109
418	0.007405857024
419	0.007390381483
420	0.007374520667
421	0.007359818804
422	0.007346070899
423	0.007341145693
424	0.007314725537
425	0.007252796949
426	0.007241639606
427	0.007225044089
428	0.007210759541
429	0.007192586174
430	0.007178387455
431	0.007160583359
432	0.00711255981
433	0.007096523338
434	0.007086969232
435	0.007069238566
436	0.00704252181
437	0.007027894408
438	0.007010629262
439	0.006974781776
440	0.006961200829
441	0.006952712638
442	0.006936540372
443	0.006917302435
444	0.006905957903
445	0.006903023122
446	0.006887934957
447	0.006879889638
448	0.006837547608
449	0.006823888875
450	0.006808340225
451	0.006793409062
452	0.006779459004
453	0.006769441786
454	0.006759857506
455	0.006745369099
456	0.006729908395
457	0.006687642021
458	0.006673225664
459	0.006642713834
460	0.006629026386
461	0.006598908444
462	0.006571299327
463	0.006541941106
464	0.006532809015
465	0.006519740683
466	0.006493538885
467	0.00648705094
468	0.006475617349
469	0.006451794988
470	0.006429162133
471	0.006401431901
472	0.006376816605
473	0.006335838847
474	0.006322359044
475	0.006309271269
476	0.006283008408
477	0.006261212651
478	0.006248897747
479	0.006237039771
480	0.006220757898
481	0.006200130515
482	0.006162707602
483	0.006148000482
484	0.006116388074
485	0.006104285608
486	0.006070837288
487	0.006040789482
488	0.006026591513
489	0.006001844269
490	0.005990942796
491	0.005972188799
492	0.005951283965
493	0.005941792183
494	0.00592677789
495	0.005916214562
496	0.005892740265
497	0.005871752408
498	0.005850907478
499	0.005841857977
500	0.005831743763
501	0.005817730354
502	0.005786637514
503	0.005776018632
504	0.005767504409
505	0.005758679679
506	0.005736415134
507	0.005705378925
508	0.005686245685
509	0.005680403955
510	0.005672243357
511	0.00566436537
512	0.00564435029
513	0.005633710638
514	0.005626048801
515	0.005609412602
516	0.00560028314
517	0.00557076346
518	0.005563383742
519	0.005557729611
520	0.005536562242
521	0.005527953979
522	0.005522644766
523	0.005494594634
524	0.005477507202
525	0.005467690765
526	0.005454238743
527	0.005434104332
528	0.005415260728
529	0.005403468369
530	0.005398736413
531	0.005391846715
532	0.005365457589
533	0.005358783151
534	0.005350984532
535	0.005346185674
536	0.005341510312
537	0.00532139889
538	0.005305397908
539	0.005278332775
540	0.005259983505
541	0.005252164433
542	0.005242913559
543	0.005218500462
544	0.005210695353
545	0.00520621665
546	0.005190813249
547	0.005186505586
548	0.005168218508
549	0.005163281818
550	0.005158610848
551	0.005128478016
552	0.005111791414
553	0.005106336023
554	0.005096148477
555	0.0050886442
556	0.005066511644
557	0.005061016681
558	0.005044239488
559	0.005037809881
560	0.005033679295
561	0.005025167508
562	0.005021169003
563	0.005016116004
564	0.005007945596
565	0.004998380057
566	0.004982376254
567	0.004978012057
568	0.00497094755
569	0.004960880301
570	0.004957063093
571	0.004953319635
572	0.00493806264
573	0.004928297552
574	0.004923482046
575	0.004915639396
576	0.004912004314
577	0.004906444252
578	0.004898889741
579	0.004893900918
580	0.004879310847
581	0.004874509582
582	0.004867177102
583	0.004851693769
584	0.004848260437
585	0.004842685249
586	0.004839368937
587	0.004825978817
588	0.004812519411
589	0.004805441294
590	0.004801597635
591	0.004794750613
592	0.004790147786
593	0.004777607577
594	0.004762804433
595	0.004738123312
596	0.004725885834
597	0.004713497985
598	0.004710472572
599	0.004691456153
600	0.004684241513
601	0.004681951537
602	0.004669425663
603	0.004645912974
604	0.004632628666
605	0.004629069776
606	0.004623432329
607	0.004611681705
608	0.004597869877
609	0.004586339972
610	0.004576599588
611	0.004570234853
612	0.00456722562
613	0.004558054404
614	0.004549669195
615	0.0045380603
616	0.004531696883
617	0.004520504562
618	0.004500218675
619	0.004495331038
620	0.004477080889
621	0.004473879157
622	0.004456605195
623	0.004442541798
624	0.004431833134
625	0.004421895211
626	0.004415835511
627	0.004393763987
628	0.004391153618
629	0.004386162623
630	0.004376616788
631	0.0043733495
632	0.00436434648
633	0.004360124731
634	0.004340834493
635	0.00433025081
636	0.004319653861
637	0.00430183671
638	0.004288436464
639	0.004286664589
640	0.00428500559
641	0.004266821571
642	0.004254011721
643	0.004246523962
644	0.004222790244
645	0.004214423278
646	0.004202084139
647	0.004194052727
648	0.00417675776
649	0.004175177924
650	0.004163082393
651	0.004151466002
652	0.00414132916
653	0.004124954161
654	0.004121176434
655	0.004119617792
656	0.004104422515
657	0.004092682774
658	0.004090576252
659	0.004082417635
660	0.00405370427
661	0.004049004532
662	0.004040907157
663	0.004029702979
664	0.004028235455
665	0.004014116807
666	0.004009879204
667	0.00400622726
668	0.00399531539
669	0.003993822496
670	0.003972934974
671	0.003967083326
672	0.003959554834
673	0.003951940784
674	0.003948392827
675	0.00392265343
676	0.003921070189
677	0.003917635395
678	0.003916060197
679	0.003905458499
680	0.003899870505
681	0.003892510139
682	0.003888402967
683	0.003883007317
684	0.003872812945
685	0.003859254817
686	0.003848996175
687	0.003847685617
688	0.003838983901
689	0.003832481877
690	0.003822675395
691	0.003813900741
692	0.003804763774
693	0.003803468409
694	0.00380190388
695	0.003800451381
696	0.003796466835
697	0.003795050891
698	0.00378481343
699	0.003779673244
700	0.00377287559
701	0.003767895261
702	0.003765653023
703	0.003763396747
704	0.003760108376
705	0.003755260585
706	0.003742652888
707	0.00374143678
708	0.003736532627
709	0.003728615786
710	0.003724935406
711	0.00371731011
712	0.003716142455
713	0.003706658668
714	0.003700245686
715	0.003697147732
716	0.003692116338
717	0.003682393348
718	0.003680457282
719	0.003676133247
720	0.003671500964
721	0.003667399966
722	0.003660120438
723	0.003658603796
724	0.003657453835
725	0.003643592716
726	0.003637463029
727	0.00362810212
728	0.003623630522
729	0.003621911557
730	0.003617079812
731	0.003615195253
732	0.003613626763
733	0.003604102863
734	0.003601702887
735	0.003600093989
736	0.003598768399
737	0.003594453928
738	0.003590289601
739	0.003584373545
740	0.003579775268
741	0.003574421637
742	0.003565240235
743	0.003561773295
744	0.003548621957
745	0.003546965941
746	0.003542816182
747	0.003541478767
748	0.003529652783
749	0.003522886159
750	0.003521865443
751	0.00352027558
752	0.003518718772
753	0.00351217536
754	0.003504949916
755	0.003493670536
756	0.003489337949
757	0.003482702469
758	0.003476629582
759	0.003474092612
760	0.003472868833
761	0.003471878311
762	0.003466344769
763	0.003462208009
764	0.003453417247
765	0.003451554494
766	0.003450232411
