valid_time,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp
01-01-21,18.8,72.8,300.456,298.66147,1.43E-06,1.07E-07,101148.02
01-01-21,19.05,72.8,300.81647,298.3456,5.73E-07,2.39E-08,101149.62
02-01-21,18.8,72.8,299.7232,298.4026,2.31E-05,1.22E-06,101228.52
02-01-21,19.05,72.8,300.0384,298.26297,2.02E-05,8.81E-07,101229.26
03-01-21,18.8,72.8,299.1929,297.7191,3.29E-05,2.59E-06,101083.52
03-01-21,19.05,72.8,299.52826,297.64035,5.69E-05,3.93E-06,101085.03
04-01-21,18.8,72.8,298.77484,297.4315,0.000166867,1.06E-05,101067.836
04-01-21,19.05,72.8,299.06863,297.22733,0.000338047,2.19E-05,101069.78
05-01-21,18.8,72.8,298.6481,297.3995,5.72E-07,4.77E-08,101178.445
05-01-21,19.05,72.8,299.14517,297.33853,2.67E-06,1.15E-07,101183.445
06-01-21,18.8,72.8,299.17773,297.6248,4.36E-05,1.06E-05,101130.65
06-01-21,19.05,72.8,299.6186,297.50485,8.34E-05,8.45E-06,101140.15
07-01-21,18.8,72.8,299.4627,298.039,0.000154109,2.36E-05,100936.71
07-01-21,19.05,72.8,299.9542,297.93106,0.000163443,2.17E-05,100937.77
08-01-21,18.8,72.8,299.91852,298.5288,5.89E-05,1.49E-05,100866.72
08-01-21,19.05,72.8,300.15857,298.33762,0.000184325,3.79E-05,100874.125
09-01-21,18.8,72.8,300.16205,298.68872,6.41E-05,1.27E-05,100940.445
09-01-21,19.05,72.8,300.8717,298.67276,9.16E-05,1.20E-05,100945.38
10-01-21,18.8,72.8,300.39886,299.21072,8.68E-05,5.70E-06,101009.76
10-01-21,19.05,72.8,300.91086,299.26886,5.09E-05,3.53E-06,101009.79
11-01-21,18.8,72.8,302.22403,299.83618,0,0,101103.04
11-01-21,19.05,72.8,303.13016,299.86572,0,0,101105.02
12-01-21,18.8,72.8,301.7756,300.01028,0,0,101168.68
12-01-21,19.05,72.8,302.21442,299.98227,0,0,101172.93
13-01-21,18.8,72.8,301.55377,299.8336,0,0,101130.91
13-01-21,19.05,72.8,301.81027,299.6795,0,0,101137.125
14-01-21,18.8,72.8,300.89142,298.9245,0,0,101095.23
14-01-21,19.05,72.8,301.26248,298.61563,0,0,101099.38
15-01-21,18.8,72.8,299.21326,298.12943,0,0,101043.59
15-01-21,19.05,72.8,299.55005,297.85895,0,0,101043.15
16-01-21,18.8,72.8,299.29044,297.65628,0,0,100962.31
16-01-21,19.05,72.8,299.60406,297.39706,0,0,100962.26
17-01-21,18.8,72.8,299.0876,297.99374,0,0,100997.625
17-01-21,19.05,72.8,299.63348,297.7963,9.53E-08,3.97E-09,100997.305
18-01-21,18.8,72.8,299.73004,298.44434,0,0,101155.9
18-01-21,19.05,72.8,300.24976,298.2174,0,0,101158.4
19-01-21,18.8,72.8,300.24316,298.70538,0,0,101166.23
19-01-21,19.05,72.8,300.9873,298.60324,0,0,101166.46
20-01-21,18.8,72.8,300.3727,298.6401,0,0,101258.51
20-01-21,19.05,72.8,300.86743,298.4714,0,0,101261.75
21-01-21,18.8,72.8,299.3311,297.5624,0,0,101264.26
21-01-21,19.05,72.8,299.91452,297.30313,0,0,101264.38
22-01-21,18.8,72.8,299.81525,297.66602,0,0,101186.74
22-01-21,19.05,72.8,300.50732,297.64386,0,0,101187.85
23-01-21,18.8,72.8,300.15768,298.26608,0,0,101179.66
23-01-21,19.05,72.8,300.74323,298.15115,0,0,101181.51
24-01-21,18.8,72.8,300.10266,298.07346,0,0,101282.25
24-01-21,19.05,72.8,300.70013,297.9049,0,0,101285.48
25-01-21,18.8,72.8,299.63858,297.4104,0,0,101353.79
25-01-21,19.05,72.8,300.1698,297.14468,0,0,101358.43
26-01-21,18.8,72.8,298.70477,296.72232,0,0,101315.81
26-01-21,19.05,72.8,299.1797,296.45132,0,0,101318.51
27-01-21,18.8,72.8,298.5285,296.5458,0,0,101263
27-01-21,19.05,72.8,299.2612,296.37927,0,0,101263.68
28-01-21,18.8,72.8,298.48474,296.60892,0,0,101295.35
28-01-21,19.05,72.8,299.06573,296.39706,0,0,101296.37
29-01-21,18.8,72.8,299.11618,296.84055,0,0,101350.94
29-01-21,19.05,72.8,299.88092,296.657,0,0,101355.18
30-01-21,18.8,72.8,299.5319,297.49857,0,0,101298.12
30-01-21,19.05,72.8,300.12067,297.23727,0,0,101302.79
31-01-21,18.8,72.8,299.9266,297.81204,0,0,101325.88
31-01-21,19.05,72.8,300.2556,297.60538,0,0,101331.62
01-02-21,18.8,72.8,301.86432,298.73648,0,0,101449.32
01-02-21,19.05,72.8,302.5401,298.67886,0,0,101456.48
02-02-21,18.8,72.8,301.8706,299.12903,0,0,101474.66
02-02-21,19.05,72.8,301.73135,298.97974,0,0,101479.56
03-02-21,18.8,72.8,300.01767,298.3557,0,0,101414.24
03-02-21,19.05,72.8,300.8597,298.34064,0,0,101415.03
04-02-21,18.8,72.8,299.4459,297.93423,0,0,101383.07
04-02-21,19.05,72.8,300.16376,297.9336,0,0,101384.72
05-02-21,18.8,72.8,299.84424,297.9736,0,0,101375.43
05-02-21,19.05,72.8,300.5026,297.8942,0,0,101377.945
06-02-21,18.8,72.8,300.9885,298.28616,0,0,101272.53
06-02-21,19.05,72.8,301.27936,298.18533,0,0,101287.62
07-02-21,18.8,72.8,301.22644,298.574,0,0,101311.23
07-02-21,19.05,72.8,301.5923,298.4164,0,0,101329.25
08-02-21,18.8,72.8,301.37173,298.53146,0,0,101378.29
08-02-21,19.05,72.8,301.74036,298.29428,0,0,101388.37
09-02-21,18.8,72.8,300.88336,298.30228,0,0,101291.586
09-02-21,19.05,72.8,301.62244,298.19034,0,0,101298.51
10-02-21,18.8,72.8,300.17194,298.01584,0,0,101192.375
10-02-21,19.05,72.8,300.84308,298.0153,0,0,101193.68
11-02-21,18.8,72.8,300.11987,298.09488,0,0,101076.84
11-02-21,19.05,72.8,300.92108,298.11404,0,0,101079.695
12-02-21,18.8,72.8,299.5844,298.1743,0,0,101141.79
12-02-21,19.05,72.8,300.34198,298.21808,0,0,101137
13-02-21,18.8,72.8,299.35992,297.92325,0,0,101270.85
13-02-21,19.05,72.8,300.1078,297.9061,0,0,101267.445
14-02-21,18.8,72.8,299.18253,297.88333,0,0,101310.26
14-02-21,19.05,72.8,299.93512,297.92273,0,0,101307.37
15-02-21,18.8,72.8,298.96906,297.731,0,0,101244.37
15-02-21,19.05,72.8,299.53467,297.71643,0,0,101239.96
16-02-21,18.8,72.8,298.49878,297.28458,0,0,101201.195
16-02-21,19.05,72.8,299.05713,297.3268,0,0,101197.445
17-02-21,18.8,72.8,299.06323,297.52588,0,0,101173.59
17-02-21,19.05,72.8,299.89282,297.6899,0,0,101169.74
18-02-21,18.8,72.8,299.66864,298.42993,4.27E-05,2.34E-06,101167.54
18-02-21,19.05,72.8,300.62524,298.58792,4.47E-05,1.95E-06,101164.02
19-02-21,18.8,72.8,301.22238,298.94055,9.25E-06,6.36E-07,101344.91
19-02-21,19.05,72.8,301.53278,298.94366,1.56E-05,7.39E-07,101354.13
20-02-21,18.8,72.8,301.01392,298.73917,0,0,101360.52
