valid_time,latitude,longitude,max_temperature,mean_temperature,max_precipitation,mean_precipitation,mslp
01-01-10,18.8,72.8,300.5583,298.5361,0,0,101107.07
01-01-10,19.05,72.8,301.07275,298.24356,0,0,101114.1
02-01-10,18.8,72.8,301.4362,299.36893,3.81E-07,1.59E-08,101242.38
02-01-10,19.05,72.8,301.7227,299.18018,0,0,101246.875
03-01-10,18.8,72.8,300.03796,298.97437,1.91E-07,7.94E-09,101397.836
03-01-10,19.05,72.8,300.37955,298.93576,0,0,101402.414
04-01-10,18.8,72.8,299.42694,298.0704,0,0,101337.305
04-01-10,19.05,72.8,299.954,297.95828,0,0,101345.336
05-01-10,18.8,72.8,299.22632,297.3743,0,0,101116.41
05-01-10,19.05,72.8,299.6833,297.27512,0,0,101116.98
06-01-10,18.8,72.8,300.7691,298.24588,0,0,101017.19
06-01-10,19.05,72.8,301.297,298.17007,0,0,101020.914
07-01-10,18.8,72.8,301.13263,298.73425,0,0,101086.35
07-01-10,19.05,72.8,301.14706,298.50394,0,0,101093.03
08-01-10,18.8,72.8,301.64523,298.88522,0,0,101208.25
08-01-10,19.05,72.8,302.0351,298.6572,0,0,101212.84
09-01-10,18.8,72.8,301.57828,298.737,0,0,101193.625
09-01-10,19.05,72.8,301.901,298.4668,0,0,101199.63
10-01-10,18.8,72.8,300.16235,298.4967,0,0,101198.625
10-01-10,19.05,72.8,300.682,298.2051,0,0,101202.94
11-01-10,18.8,72.8,299.69922,298.60574,4.29E-06,1.79E-07,101229.4
11-01-10,19.05,72.8,300.07745,298.3785,3.33E-10,1.39E-11,101226.76
12-01-10,18.8,72.8,299.14447,298.56998,1.64E-05,1.66E-06,101401.93
12-01-10,19.05,72.8,299.29532,298.4354,2.44E-05,2.33E-06,101394.25
13-01-10,18.8,72.8,298.95132,297.49576,0,0,101602.26
13-01-10,19.05,72.8,299.2911,297.26398,9.53E-08,3.97E-09,101609.25
14-01-10,18.8,72.8,300.069,297.07718,0,0,101612.49
14-01-10,19.05,72.8,300.33685,296.83923,0,0,101626.695
15-01-10,18.8,72.8,300.72153,298.52795,0,0,101603.54
15-01-10,19.05,72.8,301.08734,298.23856,0,0,101618.5
16-01-10,18.8,72.8,301.00262,299.03534,0,0,101729.51
16-01-10,19.05,72.8,301.40024,298.79355,0,0,101741.75
17-01-10,18.8,72.8,300.91858,299.06744,0,0,101769.13
17-01-10,19.05,72.8,301.23624,298.66098,0,0,101774.94
18-01-10,18.8,72.8,299.14032,297.49783,0,0,101690.32
18-01-10,19.05,72.8,299.62158,297.3083,0,0,101689.28
19-01-10,18.8,72.8,300.28198,298.0615,0,0,101431.51
19-01-10,19.05,72.8,300.98923,298.00888,0,0,101436.84
20-01-10,18.8,72.8,301.74194,298.68848,0,0,101443.19
20-01-10,19.05,72.8,302.39728,298.49597,0,0,101450.48
21-01-10,18.8,72.8,301.9008,298.82858,0,0,101423.914
21-01-10,19.05,72.8,302.32297,298.6726,0,0,101427.9
22-01-10,18.8,72.8,300.04437,298.21924,0,0,101378.71
22-01-10,19.05,72.8,300.76053,298.04987,0,0,101381.695
23-01-10,18.8,72.8,299.9676,297.73038,0,0,101389.25
23-01-10,19.05,72.8,300.7342,297.64447,0,0,101391.76
24-01-10,18.8,72.8,298.8516,297.22455,0,0,101282.16
24-01-10,19.05,72.8,299.51428,297.18176,0,0,101283.79
25-01-10,18.8,72.8,300.47998,298.17096,0,0,101270.01
25-01-10,19.05,72.8,301.20233,298.10617,0,0,101275.6
26-01-10,18.8,72.8,301.67084,298.67215,0,0,101348.055
26-01-10,19.05,72.8,301.94055,298.41992,0,0,101355.52
27-01-10,18.8,72.8,301.05966,298.7236,0,0,101367.12
27-01-10,19.05,72.8,301.25302,298.44925,0,0,101372.28
28-01-10,18.8,72.8,300.5478,298.60318,0,0,101404.914
28-01-10,19.05,72.8,300.88318,298.52982,0,0,101412.26
29-01-10,18.8,72.8,300.33105,298.6956,0,0,101431.78
29-01-10,19.05,72.8,300.72394,298.42874,0,0,101441.15
30-01-10,18.8,72.8,300.898,298.73416,0,0,101411.94
30-01-10,19.05,72.8,301.66107,298.5219,0,0,101422.06
31-01-10,18.8,72.8,300.23325,298.599,0,0,101392.29
31-01-10,19.05,72.8,301.0393,298.47043,0,0,101393.81
01-02-10,18.8,72.8,299.83997,298.26263,0,0,101320
01-02-10,19.05,72.8,300.42847,298.2487,0,0,101320.51
02-02-10,18.8,72.8,299.35162,297.97598,0,0,101248.35
02-02-10,19.05,72.8,299.94553,297.9542,0,0,101246.664
03-02-10,18.8,72.8,298.97836,297.80206,0,0,101257.37
03-02-10,19.05,72.8,299.48163,297.74936,0,0,101250.51
04-02-10,18.8,72.8,298.7761,297.361,0,0,101327.195
04-02-10,19.05,72.8,299.39456,297.37802,0,0,101325.055
05-02-10,18.8,72.8,299.857,297.74594,0,0,101365.87
05-02-10,19.05,72.8,300.68768,297.8242,0,0,101366.97
06-02-10,18.8,72.8,300.04807,298.31024,0,0,101372.24
06-02-10,19.05,72.8,300.84576,298.39114,0,0,101373.18
07-02-10,18.8,72.8,301.22424,299.0164,0,0,101361.96
07-02-10,19.05,72.8,301.76666,298.9988,0,0,101363.24
08-02-10,18.8,72.8,299.4183,298.32425,0,0,101240.12
08-02-10,19.05,72.8,299.82306,298.33353,0,0,101235.63
09-02-10,18.8,72.8,299.32288,297.84814,0.00015068,1.78E-05,101150.69
09-02-10,19.05,72.8,299.8036,297.87988,0.000189178,1.95E-05,101149.31
10-02-10,18.8,72.8,298.6735,297.314,2.86E-07,3.58E-08,101168.46
10-02-10,19.05,72.8,299.18005,297.36743,0,0,101167.77
11-02-10,18.8,72.8,298.8355,297.5773,0,0,101295.12
11-02-10,19.05,72.8,299.3194,297.61172,0,0,101289.6
12-02-10,18.8,72.8,299.01846,297.3368,0,0,101410.78
12-02-10,19.05,72.8,299.6834,297.3497,1.67E-10,6.94E-12,101408.74
13-02-10,18.8,72.8,299.735,297.81128,0,0,101253.18
13-02-10,19.05,72.8,300.34286,297.93655,0,0,101252.84
14-02-10,18.8,72.8,299.6916,297.949,0,0,101137.85
14-02-10,19.05,72.8,300.21432,297.85696,0,0,101136.81
15-02-10,18.8,72.8,299.85364,298.14752,1.33E-06,1.35E-07,101085.57
15-02-10,19.05,72.8,300.43427,298.06693,6.63E-05,5.23E-06,101089.625
16-02-10,18.8,72.8,300.6471,298.72812,0,0,101198.41
16-02-10,19.05,72.8,301.25903,298.7733,0,0,101205.5
17-02-10,18.8,72.8,300.88647,298.85754,0,0,101262.305
17-02-10,19.05,72.8,301.4433,298.8417,0,0,101269.48
18-02-10,18.8,72.8,299.65054,297.9174,0,0,101204.26
18-02-10,19.05,72.8,300.43845,297.85617,0,0,101200.445
19-02-10,18.8,72.8,299.01263,297.79593,0,0,101264.79
19-02-10,19.05,72.8,299.8755,297.8452,0,0,101259.48
20-02-10,18.8,72.8,299.27966,297.91605,0,0,101244.54
20-02-10,19.05,72.8,300.04297,297.9548,0,0,101240.805
21-02-10,18.8,72.8,299.57135,298.02982,2.81E-05,2.67E-06,101250.74
21-02-10,19.05,72.8,300.4198,298.0416,5.55E-05,4.87E-06,101244.75
22-02-10,18.8,72.8,299.65228,298.44202,0,0,101234.195
22-02-10,19.05,72.8,300.20276,298.47543,1.70E-05,1.40E-06,101230.055
23-02-10,18.8,72.8,299.3391,298.02884,0,0,101170.85
23-02-10,19.05,72.8,300.07336,298.04712,0,0,101167.914
24-02-10,18.8,72.8,298.2136,296.82834,1.72E-06,2.23E-07,101164.09
24-02-10,19.05,72.8,298.734,296.82272,7.63E-07,7.94E-08,101161.664
25-02-10,18.8,72.8,298.16757,296.35855,4.77E-07,6.36E-08,101165.18
25-02-10,19.05,72.8,299.02124,296.58588,3.82E-07,3.18E-08,101162.79
26-02-10,18.8,72.8,299.9602,297.68954,0,0,101177.305
26-02-10,19.05,72.8,300.806,297.98535,0,0,101176.12
27-02-10,18.8,72.8,300.85632,298.9555,0,0,101118.586
27-02-10,19.05,72.8,302.3289,299.32718,0,0,101116.12
28-02-10,18.8,72.8,301.56226,299.65973,0,0,101074.31
28-02-10,19.05,72.8,302.9476,300.07202,0,0,101072.07
01-03-10,18.8,72.8,300.5416,299.6707,0,0,101139.49
01-03-10,19.05,72.8,301.4419,299.96085,0,0,101134.414
02-03-10,18.8,72.8,300.35788,299.14624,0,0,101148.46
02-03-10,19.05,72.8,301.0127,299.36517,0,0,101136.81
03-03-10,18.8,72.8,300.04114,298.856,0,0,101137.73
03-03-10,19.05,72.8,300.74533,298.97415,0,0,101131.96
04-03-10,18.8,72.8,299.45398,298.18347,3.34E-06,1.79E-07,101134.4
04-03-10,19.05,72.8,300.12012,298.25604,4.67E-06,2.58E-07,101130.79
