valid_time,latitude,longitude,msl,number
2012-01-01,19.05,72.8,101188.88,0
2012-01-01,18.8,72.8,101180.31,0
2012-01-02,19.05,72.8,101185.03,0
2012-01-02,18.8,72.8,101180.44,0
2012-01-03,19.05,72.8,101180.77,0
2012-01-03,18.8,72.8,101182.13,0
2012-01-04,19.05,72.8,101201.875,0
2012-01-04,18.8,72.8,101201.56,0
2012-01-05,19.05,72.8,101304.375,0
2012-01-05,18.8,72.8,101300.62,0
2012-01-06,19.05,72.8,101402.1,0
2012-01-06,18.8,72.8,101401.27,0
2012-01-07,19.05,72.8,101520.086,0
2012-01-07,18.8,72.8,101517.81,0
2012-01-08,19.05,72.8,101590.87,0
2012-01-08,18.8,72.8,101584.1,0
2012-01-09,19.05,72.8,101499.875,0
2012-01-09,18.8,72.8,101490.88,0
2012-01-10,19.05,72.8,101406.23,0
2012-01-10,18.8,72.8,101391.586,0
2012-01-11,19.05,72.8,101460.414,0
2012-01-11,18.8,72.8,101439.16,0
2012-01-12,19.05,72.8,101466.49,0
2012-01-12,18.8,72.8,101448.6,0
2012-01-13,19.05,72.8,101468.195,0
2012-01-13,18.8,72.8,101454.85,0
2012-01-14,19.05,72.8,101359.87,0
2012-01-14,18.8,72.8,101354.055,0
2012-01-15,19.05,72.8,101230.555,0
2012-01-15,18.8,72.8,101226.35,0
2012-01-16,19.05,72.8,101124.52,0
2012-01-16,18.8,72.8,101122.71,0
2012-01-17,19.05,72.8,101030.87,0
2012-01-17,18.8,72.8,101030.78,0
2012-01-18,19.05,72.8,101069.74,0
2012-01-18,18.8,72.8,101070.38,0
2012-01-19,19.05,72.8,101111.01,0
2012-01-19,18.8,72.8,101111.78,0
2012-01-20,19.05,72.8,101241.164,0
2012-01-20,18.8,72.8,101236.54,0
2012-01-21,19.05,72.8,101146.35,0
2012-01-21,18.8,72.8,101144.76,0
2012-01-22,19.05,72.8,101293.055,0
2012-01-22,18.8,72.8,101295.34,0
2012-01-23,19.05,72.8,101351.81,0
2012-01-23,18.8,72.8,101349.09,0
2012-01-24,19.05,72.8,101223.51,0
2012-01-24,18.8,72.8,101222.88,0
2012-01-25,19.05,72.8,101212.07,0
2012-01-25,18.8,72.8,101215.19,0
2012-01-26,19.05,72.8,101340.836,0
2012-01-26,18.8,72.8,101338.32,0
2012-01-27,19.05,72.8,101240.195,0
2012-01-27,18.8,72.8,101238.875,0
2012-01-28,19.05,72.8,101238.47,0
2012-01-28,18.8,72.8,101234.57,0
2012-01-29,19.05,72.8,101264.625,0
2012-01-29,18.8,72.8,101259.125,0
2012-01-30,19.05,72.8,101229.91,0
2012-01-30,18.8,72.8,101229.49,0
2012-01-31,19.05,72.8,101332.805,0
2012-01-31,18.8,72.8,101327.47,0
