valid_time,latitude,longitude,msl,number
2013-01-01,19.05,72.8,101130.88,0
2013-01-01,18.8,72.8,101133.75,0
2013-01-02,19.05,72.8,101269.91,0
2013-01-02,18.8,72.8,101268.055,0
2013-01-03,19.05,72.8,101314.68,0
2013-01-03,18.8,72.8,101311.086,0
2013-01-04,19.05,72.8,101304.74,0
2013-01-04,18.8,72.8,101302.63,0
2013-01-05,19.05,72.8,101149.195,0
2013-01-05,18.8,72.8,101147.32,0
2013-01-06,19.05,72.8,101180.37,0
2013-01-06,18.8,72.8,101176.805,0
2013-01-07,19.05,72.8,101208.03,0
2013-01-07,18.8,72.8,101205.43,0
2013-01-08,19.05,72.8,101259.24,0
2013-01-08,18.8,72.8,101255.69,0
2013-01-09,19.05,72.8,101316.66,0
2013-01-09,18.8,72.8,101311.07,0
2013-01-10,19.05,72.8,101285.01,0
2013-01-10,18.8,72.8,101278.51,0
2013-01-11,19.05,72.8,101275.54,0
2013-01-11,18.8,72.8,101264.12,0
2013-01-12,19.05,72.8,101394.53,0
2013-01-12,18.8,72.8,101385.73,0
2013-01-13,19.05,72.8,101297.06,0
2013-01-13,18.8,72.8,101293.586,0
2013-01-14,19.05,72.8,101230.13,0
2013-01-14,18.8,72.8,101228.65,0
2013-01-15,19.05,72.8,101289.32,0
2013-01-15,18.8,72.8,101284.85,0
2013-01-16,19.05,72.8,101304.6,0
2013-01-16,18.8,72.8,101304.164,0
2013-01-17,19.05,72.8,101361.07,0
2013-01-17,18.8,72.8,101364.336,0
2013-01-18,19.05,72.8,101601.76,0
2013-01-18,18.8,72.8,101592.71,0
2013-01-19,19.05,72.8,101580.71,0
2013-01-19,18.8,72.8,101567.78,0
2013-01-20,19.05,72.8,101431.22,0
2013-01-20,18.8,72.8,101423.32,0
2013-01-21,19.05,72.8,101459.87,0
2013-01-21,18.8,72.8,101456.01,0
2013-01-22,19.05,72.8,101396.56,0
2013-01-22,18.8,72.8,101395.03,0
2013-01-23,19.05,72.8,101409.65,0
2013-01-23,18.8,72.8,101412.586,0
2013-01-24,19.05,72.8,101387.0,0
2013-01-24,18.8,72.8,101386.94,0
2013-01-25,19.05,72.8,101420.96,0
2013-01-25,18.8,72.8,101419.13,0
2013-01-26,19.05,72.8,101449.88,0
2013-01-26,18.8,72.8,101448.195,0
2013-01-27,19.05,72.8,101441.99,0
2013-01-27,18.8,72.8,101437.54,0
2013-01-28,19.05,72.8,101395.1,0
2013-01-28,18.8,72.8,101392.44,0
2013-01-29,19.05,72.8,101339.52,0
2013-01-29,18.8,72.8,101339.6,0
2013-01-30,19.05,72.8,101345.15,0
2013-01-30,18.8,72.8,101346.27,0
2013-01-31,19.05,72.8,101361.625,0
2013-01-31,18.8,72.8,101361.18,0
2013-02-01,19.05,72.8,101343.37,0
2013-02-01,18.8,72.8,101344.0,0
2013-02-02,19.05,72.8,101332.73,0
2013-02-02,18.8,72.8,101333.23,0
2013-02-03,19.05,72.8,101237.62,0
2013-02-03,18.8,72.8,101241.6,0
2013-02-04,19.05,72.8,101313.4,0
2013-02-04,18.8,72.8,101316.46,0
2013-02-05,19.05,72.8,101456.97,0
2013-02-05,18.8,72.8,101454.25,0
2013-02-06,19.05,72.8,101636.76,0
2013-02-06,18.8,72.8,101629.914,0
2013-02-07,19.05,72.8,101368.81,0
2013-02-07,18.8,72.8,101366.12,0
2013-02-08,19.05,72.8,101184.13,0
2013-02-08,18.8,72.8,101189.5,0
2013-02-09,19.05,72.8,101045.76,0
2013-02-09,18.8,72.8,101045.96,0
2013-02-10,19.05,72.8,101061.47,0
2013-02-10,18.8,72.8,101065.305,0
2013-02-11,19.05,72.8,101072.51,0
2013-02-11,18.8,72.8,101071.664,0
2013-02-12,19.05,72.8,101053.9,0
2013-02-12,18.8,72.8,101050.805,0
2013-02-13,19.05,72.8,100985.695,0
2013-02-13,18.8,72.8,100981.43,0
2013-02-14,19.05,72.8,100935.414,0
2013-02-14,18.8,72.8,100937.4,0
2013-02-15,19.05,72.8,100938.09,0
2013-02-15,18.8,72.8,100945.46,0
2013-02-16,19.05,72.8,100970.78,0
2013-02-16,18.8,72.8,100973.84,0
2013-02-17,19.05,72.8,101084.31,0
2013-02-17,18.8,72.8,101084.75,0
2013-02-18,19.05,72.8,101092.98,0
2013-02-18,18.8,72.8,101087.72,0
2013-02-19,19.05,72.8,101103.35,0
2013-02-19,18.8,72.8,101102.91,0
2013-02-20,19.05,72.8,101160.74,0
2013-02-20,18.8,72.8,101157.055,0
2013-02-21,19.05,72.8,101183.59,0
2013-02-21,18.8,72.8,101187.54,0
2013-02-22,19.05,72.8,101319.85,0
2013-02-22,18.8,72.8,101323.13,0
2013-02-23,19.05,72.8,101416.82,0
2013-02-23,18.8,72.8,101416.9,0
2013-02-24,19.05,72.8,101372.48,0
2013-02-24,18.8,72.8,101363.53,0
2013-02-25,19.05,72.8,101296.195,0
2013-02-25,18.8,72.8,101297.59,0
2013-02-26,19.05,72.8,101387.76,0
2013-02-26,18.8,72.8,101389.664,0
2013-02-27,19.05,72.8,101454.82,0
2013-02-27,18.8,72.8,101453.4,0
2013-02-28,19.05,72.8,101284.56,0
2013-02-28,18.8,72.8,101275.18,0
2013-03-01,19.05,72.8,101198.12,0
2013-03-01,18.8,72.8,101188.79,0
2013-03-02,19.05,72.8,101250.445,0
2013-03-02,18.8,72.8,101241.53,0
2013-03-03,19.05,72.8,101220.74,0
2013-03-03,18.8,72.8,101214.0,0
2013-03-04,19.05,72.8,101167.01,0
2013-03-04,18.8,72.8,101162.76,0
2013-03-05,19.05,72.8,101115.336,0
2013-03-05,18.8,72.8,101112.15,0
2013-03-06,19.05,72.8,101145.15,0
2013-03-06,18.8,72.8,101140.836,0
2013-03-07,19.05,72.8,101147.62,0
2013-03-07,18.8,72.8,101146.48,0
2013-03-08,19.05,72.8,101179.31,0
2013-03-08,18.8,72.8,101188.65,0
2013-03-09,19.05,72.8,101142.63,0
2013-03-09,18.8,72.8,101148.305,0
2013-03-10,19.05,72.8,100987.98,0
2013-03-10,18.8,72.8,100993.19,0
2013-03-11,19.05,72.8,101063.82,0
2013-03-11,18.8,72.8,101070.9,0
2013-03-12,19.05,72.8,101187.88,0
2013-03-12,18.8,72.8,101195.41,0
2013-03-13,19.05,72.8,101223.73,0
2013-03-13,18.8,72.8,101227.414,0
2013-03-14,19.05,72.8,101197.0,0
2013-03-14,18.8,72.8,101199.04,0
2013-03-15,19.05,72.8,101178.664,0
2013-03-15,18.8,72.8,101182.82,0
2013-03-16,19.05,72.8,101177.44,0
2013-03-16,18.8,72.8,101187.0,0
2013-03-17,19.05,72.8,101182.375,0
2013-03-17,18.8,72.8,101188.07,0
2013-03-18,19.05,72.8,100971.06,0
2013-03-18,18.8,72.8,100979.18,0
2013-03-19,19.05,72.8,100973.47,0
2013-03-19,18.8,72.8,100978.28,0
2013-03-20,19.05,72.8,101152.836,0
2013-03-20,18.8,72.8,101152.555,0
2013-03-21,19.05,72.8,101031.75,0
2013-03-21,18.8,72.8,101035.93,0
2013-03-22,19.05,72.8,100834.57,0
2013-03-22,18.8,72.8,100843.74,0
2013-03-23,19.05,72.8,100877.21,0
2013-03-23,18.8,72.8,100884.97,0
2013-03-24,19.05,72.8,101052.555,0
2013-03-24,18.8,72.8,101055.695,0
2013-03-25,19.05,72.8,100946.164,0
2013-03-25,18.8,72.8,100951.94,0
2013-03-26,19.05,72.8,100902.74,0
2013-03-26,18.8,72.8,100913.47,0
2013-03-27,19.05,72.8,100967.04,0
2013-03-27,18.8,72.8,100973.04,0
2013-03-28,19.05,72.8,101018.94,0
2013-03-28,18.8,72.8,101025.945,0
2013-03-29,19.05,72.8,101098.19,0
2013-03-29,18.8,72.8,101100.01,0
2013-03-30,19.05,72.8,100932.96,0
2013-03-30,18.8,72.8,100934.65,0
2013-03-31,19.05,72.8,100845.91,0
2013-03-31,18.8,72.8,100853.6,0
2013-04-01,19.05,72.8,100917.875,0
2013-04-01,18.8,72.8,100928.97,0
2013-04-02,19.05,72.8,101050.57,0
2013-04-02,18.8,72.8,101058.57,0
2013-04-03,19.05,72.8,101107.23,0
2013-04-03,18.8,72.8,101108.81,0
2013-04-04,19.05,72.8,101004.93,0
2013-04-04,18.8,72.8,101009.57,0
2013-04-05,19.05,72.8,100824.805,0
2013-04-05,18.8,72.8,100832.74,0
2013-04-06,19.05,72.8,100835.93,0
2013-04-06,18.8,72.8,100846.07,0
2013-04-07,19.05,72.8,100817.055,0
2013-04-07,18.8,72.8,100822.836,0
2013-04-08,19.05,72.8,100864.75,0
2013-04-08,18.8,72.8,100867.34,0
2013-04-09,19.05,72.8,100833.37,0
2013-04-09,18.8,72.8,100835.875,0
2013-04-10,19.05,72.8,100877.32,0
2013-04-10,18.8,72.8,100885.46,0
2013-04-11,19.05,72.8,100902.664,0
2013-04-11,18.8,72.8,100908.74,0
2013-04-12,19.05,72.8,100857.625,0
2013-04-12,18.8,72.8,100861.25,0
2013-04-13,19.05,72.8,100872.19,0
2013-04-13,18.8,72.8,100882.664,0
2013-04-14,19.05,72.8,100989.54,0
2013-04-14,18.8,72.8,101000.875,0
2013-04-15,19.05,72.8,100931.82,0
2013-04-15,18.8,72.8,100942.16,0
2013-04-16,19.05,72.8,100917.29,0
2013-04-16,18.8,72.8,100927.51,0
2013-04-17,19.05,72.8,100772.38,0
2013-04-17,18.8,72.8,100783.664,0
2013-04-18,19.05,72.8,100768.47,0
2013-04-18,18.8,72.8,100780.01,0
2013-04-19,19.05,72.8,100799.73,0
2013-04-19,18.8,72.8,100808.195,0
2013-04-20,19.05,72.8,100768.79,0
2013-04-20,18.8,72.8,100779.805,0
2013-04-21,19.05,72.8,100791.914,0
2013-04-21,18.8,72.8,100800.21,0
2013-04-22,19.05,72.8,100879.6,0
2013-04-22,18.8,72.8,100885.82,0
2013-04-23,19.05,72.8,101000.97,0
2013-04-23,18.8,72.8,101010.68,0
2013-04-24,19.05,72.8,101040.23,0
2013-04-24,18.8,72.8,101050.06,0
2013-04-25,19.05,72.8,100929.21,0
2013-04-25,18.8,72.8,100942.336,0
2013-04-26,19.05,72.8,100928.52,0
2013-04-26,18.8,72.8,100938.414,0
2013-04-27,19.05,72.8,100884.59,0
2013-04-27,18.8,72.8,100893.26,0
2013-04-28,19.05,72.8,100751.44,0
2013-04-28,18.8,72.8,100768.26,0
2013-04-29,19.05,72.8,100751.23,0
2013-04-29,18.8,72.8,100766.62,0
2013-04-30,19.05,72.8,100717.29,0
2013-04-30,18.8,72.8,100725.97,0
2013-05-01,19.05,72.8,100582.04,0
2013-05-01,18.8,72.8,100595.805,0
2013-05-02,19.05,72.8,100505.52,0
2013-05-02,18.8,72.8,100522.27,0
2013-05-03,19.05,72.8,100566.79,0
2013-05-03,18.8,72.8,100579.75,0
2013-05-04,19.05,72.8,100575.47,0
2013-05-04,18.8,72.8,100588.9,0
