valid_time,latitude,longitude,tp,number
2022-01-01,19.05,72.8,0.0,0
2022-01-01,18.8,72.8,0.0,0
2022-01-02,19.05,72.8,0.0,0
2022-01-02,18.8,72.8,1.5889782e-08,0
2022-01-03,19.05,72.8,0.0,0
2022-01-03,18.8,72.8,0.0,0
2022-01-04,19.05,72.8,0.0,0
2022-01-04,18.8,72.8,0.0,0
2022-01-05,19.05,72.8,0.0,0
2022-01-05,18.8,72.8,0.0,0
2022-01-06,19.05,72.8,3.6546442e-07,0
2022-01-06,18.8,72.8,4.6702403e-06,0
2022-01-07,19.05,72.8,1.17602e-06,0
2022-01-07,18.8,72.8,6.2775746e-07,0
2022-01-08,19.05,72.8,0.0003124126,0
2022-01-08,18.8,72.8,0.00035032548,0
2022-01-09,19.05,72.8,1.8724075e-05,0
2022-01-09,18.8,72.8,5.3143405e-05,0
2022-01-10,19.05,72.8,0.0,0
2022-01-10,18.8,72.8,0.0,0
2022-01-11,19.05,72.8,3.1786467e-08,0
2022-01-11,18.8,72.8,3.5763993e-08,0
2022-01-12,19.05,72.8,0.0,0
2022-01-12,18.8,72.8,0.0,0
2022-01-13,19.05,72.8,0.0,0
2022-01-13,18.8,72.8,7.15382e-08,0
2022-01-14,19.05,72.8,5.917638e-07,0
2022-01-14,18.8,72.8,1.7885448e-07,0
2022-01-15,19.05,72.8,0.0,0
2022-01-15,18.8,72.8,0.0,0
2022-01-16,19.05,72.8,0.0,0
2022-01-16,18.8,72.8,0.0,0
2022-01-17,19.05,72.8,0.0,0
2022-01-17,18.8,72.8,0.0,0
2022-01-18,19.05,72.8,0.0,0
2022-01-18,18.8,72.8,0.0,0
2022-01-19,19.05,72.8,0.0,0
2022-01-19,18.8,72.8,0.0,0
2022-01-20,19.05,72.8,0.0,0
2022-01-20,18.8,72.8,0.0,0
2022-01-21,19.05,72.8,1.0209203e-06,0
2022-01-21,18.8,72.8,2.5417805e-07,0
2022-01-22,19.05,72.8,7.744155e-05,0
2022-01-22,18.8,72.8,8.888174e-05,0
2022-01-23,19.05,72.8,1.1062806e-05,0
2022-01-23,18.8,72.8,1.6597183e-05,0
