valid_time,latitude,longitude,msl,number
2023-01-01,19.05,72.8,101634.01,0
2023-01-01,18.8,72.8,101631.97,0
2023-01-02,19.05,72.8,101535.57,0
2023-01-02,18.8,72.8,101527.6,0
2023-01-03,19.05,72.8,101515.04,0
2023-01-03,18.8,72.8,101511.31,0
2023-01-04,19.05,72.8,101404.82,0
2023-01-04,18.8,72.8,101403.15,0
2023-01-05,19.05,72.8,101446.53,0
2023-01-05,18.8,72.8,101444.06,0
2023-01-06,19.05,72.8,101603.25,0
2023-01-06,18.8,72.8,101597.12,0
2023-01-07,19.05,72.8,101601.4,0
2023-01-07,18.8,72.8,101591.96,0
2023-01-08,19.05,72.8,101515.54,0
2023-01-08,18.8,72.8,101509.79,0
2023-01-09,19.05,72.8,101610.04,0
2023-01-09,18.8,72.8,101603.03,0
2023-01-10,19.05,72.8,101557.84,0
2023-01-10,18.8,72.8,101549.34,0
2023-01-11,19.05,72.8,101378.91,0
2023-01-11,18.8,72.8,101376.625,0
2023-01-12,19.05,72.8,101316.53,0
2023-01-12,18.8,72.8,101314.44,0
2023-01-13,19.05,72.8,101420.34,0
2023-01-13,18.8,72.8,101416.53,0
2023-01-14,19.05,72.8,101411.21,0
2023-01-14,18.8,72.8,101405.54,0
2023-01-15,19.05,72.8,101241.445,0
2023-01-15,18.8,72.8,101240.0,0
2023-01-16,19.05,72.8,101246.03,0
2023-01-16,18.8,72.8,101246.125,0
2023-01-17,19.05,72.8,101305.18,0
2023-01-17,18.8,72.8,101304.414,0
2023-01-18,19.05,72.8,101376.43,0
2023-01-18,18.8,72.8,101374.93,0
2023-01-19,19.05,72.8,101376.51,0
2023-01-19,18.8,72.8,101377.84,0
2023-01-20,19.05,72.8,101366.75,0
2023-01-20,18.8,72.8,101365.875,0
2023-01-21,19.05,72.8,101399.65,0
2023-01-21,18.8,72.8,101398.65,0
2023-01-22,19.05,72.8,101339.13,0
2023-01-22,18.8,72.8,101335.32,0
2023-01-23,19.05,72.8,101281.16,0
2023-01-23,18.8,72.8,101278.78,0
2023-01-24,19.05,72.8,101309.41,0
2023-01-24,18.8,72.8,101307.63,0
2023-01-25,19.05,72.8,101309.875,0
2023-01-25,18.8,72.8,101303.49,0
2023-01-26,19.05,72.8,101252.93,0
2023-01-26,18.8,72.8,101247.49,0
2023-01-27,19.05,72.8,101146.47,0
2023-01-27,18.8,72.8,101142.31,0
2023-01-28,19.05,72.8,101055.81,0
2023-01-28,18.8,72.8,101060.695,0
2023-01-29,19.05,72.8,101021.31,0
2023-01-29,18.8,72.8,101023.37,0
2023-01-30,19.05,72.8,101286.72,0
2023-01-30,18.8,72.8,101281.84,0
2023-01-31,19.05,72.8,101267.74,0
2023-01-31,18.8,72.8,101259.51,0
2023-02-01,19.05,72.8,101181.22,0
2023-02-01,18.8,72.8,101163.53,0
2023-02-02,19.05,72.8,101206.625,0
2023-02-02,18.8,72.8,101193.76,0
2023-02-03,19.05,72.8,101291.41,0
2023-02-03,18.8,72.8,101284.305,0
2023-02-04,19.05,72.8,101181.53,0
2023-02-04,18.8,72.8,101174.27,0
2023-02-05,19.05,72.8,101086.07,0
2023-02-05,18.8,72.8,101085.84,0
2023-02-06,19.05,72.8,101162.81,0
2023-02-06,18.8,72.8,101162.79,0
2023-02-07,19.05,72.8,101142.125,0
2023-02-07,18.8,72.8,101140.65,0
2023-02-08,19.05,72.8,101139.68,0
2023-02-08,18.8,72.8,101136.59,0
2023-02-09,19.05,72.8,101163.43,0
2023-02-09,18.8,72.8,101160.26,0
2023-02-10,19.05,72.8,101311.875,0
2023-02-10,18.8,72.8,101309.04,0
2023-02-11,19.05,72.8,101389.27,0
2023-02-11,18.8,72.8,101382.664,0
2023-02-12,19.05,72.8,101375.04,0
2023-02-12,18.8,72.8,101364.336,0
2023-02-13,19.05,72.8,101363.625,0
2023-02-13,18.8,72.8,101348.695,0
2023-02-14,19.05,72.8,101340.12,0
2023-02-14,18.8,72.8,101333.31,0
2023-02-15,19.05,72.8,101183.1,0
2023-02-15,18.8,72.8,101180.086,0
2023-02-16,19.05,72.8,101194.59,0
2023-02-16,18.8,72.8,101186.54,0
2023-02-17,19.05,72.8,101235.78,0
2023-02-17,18.8,72.8,101227.805,0
2023-02-18,19.05,72.8,101201.81,0
2023-02-18,18.8,72.8,101195.35,0
2023-02-19,19.05,72.8,101195.414,0
2023-02-19,18.8,72.8,101193.375,0
2023-02-20,19.05,72.8,101240.85,0
2023-02-20,18.8,72.8,101245.41,0
2023-02-21,19.05,72.8,101304.97,0
2023-02-21,18.8,72.8,101305.75,0
2023-02-22,19.05,72.8,101280.52,0
2023-02-22,18.8,72.8,101277.836,0
2023-02-23,19.05,72.8,101182.625,0
2023-02-23,18.8,72.8,101178.21,0
2023-02-24,19.05,72.8,101247.336,0
2023-02-24,18.8,72.8,101241.04,0
2023-02-25,19.05,72.8,101431.54,0
2023-02-25,18.8,72.8,101423.77,0
2023-02-26,19.05,72.8,101477.15,0
2023-02-26,18.8,72.8,101469.41,0
2023-02-27,19.05,72.8,101450.41,0
2023-02-27,18.8,72.8,101448.375,0
2023-02-28,19.05,72.8,101473.49,0
2023-02-28,18.8,72.8,101476.6,0
2023-03-01,19.05,72.8,101514.02,0
2023-03-01,18.8,72.8,101511.73,0
2023-03-02,19.05,72.8,101514.48,0
2023-03-02,18.8,72.8,101515.54,0
2023-03-03,19.05,72.8,101558.25,0
2023-03-03,18.8,72.8,101562.97,0
2023-03-04,19.05,72.8,101527.53,0
2023-03-04,18.8,72.8,101533.48,0
2023-03-05,19.05,72.8,101489.24,0
2023-03-05,18.8,72.8,101494.914,0
2023-03-06,19.05,72.8,101344.54,0
2023-03-06,18.8,72.8,101333.71,0
2023-03-07,19.05,72.8,101351.01,0
2023-03-07,18.8,72.8,101343.51,0
2023-03-08,19.05,72.8,101353.57,0
2023-03-08,18.8,72.8,101345.85,0
2023-03-09,19.05,72.8,101289.625,0
